training_seed,scenario,step,configured_horizon,horizon,candidate_index,candidate_label,candidate_group,candidate_epsilon,candidate_sign,input_action_delta_l2,execution_delta_l2,execution_survived,anchor_execution_id,execution_id,discovery_total_cost,discovery_cost_advantage,discovery_completion_service_level,discovery_patients_lost,discovery_patient_ineligibility_during_manufacturing_rate,discovery_clinical_noninferior,validation_total_cost,validation_cost_advantage,validation_completion_service_level,validation_patients_lost,validation_patient_ineligibility_during_manufacturing_rate,validation_clinical_noninferior
60,routing_persistent_hotspot_cluster1,18,remaining,34,8,reagent_transfer:-1x0.1,reagent_transfer,0.1,-1.0,0.273276686668396,19.20674397769357,True,d862778dd49dbcdb,87c070d0bc610b2d,1812574663.517053,-377745.4587318897,0.5337400477335588,1684.0,0.06577539680668769,False,1939109706.1827633,-187066.13291931152,0.5157107584126857,1772.0,0.06531484328553461,True
60,routing_persistent_hotspot_cluster1,18,remaining,34,9,combined_transfer:+1x0.05,combined_transfer,0.05,1.0,0.19159778952598572,9.269661030674145,True,5b38018dfc45f01c,832b08965fc7d42f,1847646251.0218456,-35449332.96352458,0.5249909957525832,1720.3333333333333,0.06931487892132256,False,1962953217.2711365,-24030577.221292496,0.5096062581900886,1795.8,0.06638587042771708,False
60,routing_persistent_hotspot_cluster1,18,remaining,34,10,combined_transfer:-1x0.05,combined_transfer,0.05,-1.0,0.19159778952598572,12.577698392496227,True,5b38018dfc45f01c,4bd4c58c55ec2460,1844933651.4292047,-32736733.370883703,0.5223275938932167,1755.6666666666667,0.07004571245773959,False,1965162177.569141,-26239537.519296885,0.5056266109066043,1829.4,0.06849380328418006,False
60,routing_persistent_hotspot_cluster1,18,remaining,34,11,combined_transfer:+1x0.1,combined_transfer,0.1,1.0,0.38319557905197144,17.73858465526337,True,5b38018dfc45f01c,5ec10c79ebd4ca11,1862446458.3990204,-50249540.340699434,0.5229357942860856,1714.3333333333333,0.06713017529360858,False,1980481953.8156486,-41559313.76580453,0.506258865746595,1804.0,0.06681830760122283,False
60,routing_persistent_hotspot_cluster1,18,remaining,34,12,combined_transfer:-1x0.1,combined_transfer,0.1,-1.0,0.38319557905197144,19.8060201679084,True,5b38018dfc45f01c,c12541b6d7922337,1828854419.5083406,-16657501.450019598,0.5249776921561181,1747.6666666666667,0.07021525943874549,False,1949957002.8927016,-11034362.8428576,0.5089508399297236,1823.2,0.06925714462154316,False
60,routing_persistent_hotspot_cluster1,25,remaining,27,0,mdl2,anchor,0.0,0.0,0.0,0.0,True,,9cd0dd43b6bcf0de,1652037780.8726273,0.0,0.5236229769455564,1530.6666666666667,0.0699226257495047,True,1534829007.5331001,0.0,0.5286213262585958,1373.2,0.06355552466168932,True
60,routing_persistent_hotspot_cluster1,25,remaining,27,1,specimen_transfer:+1x0.05,specimen_transfer,0.05,1.0,0.1435098946094513,11.832159566199232,True,c48c77a9e1fe3516,00e2af405db18fa7,1654622762.8630269,-2584981.990399599,0.5233194499620075,1531.3333333333333,0.07012903388988125,False,1540366097.8242698,-5537090.291169643,0.527308373257084,1379.4,0.06539596946414401,False
60,routing_persistent_hotspot_cluster1,25,remaining,27,2,specimen_transfer:-1x0.05,specimen_transfer,0.05,-1.0,0.1435098946094513,12.489995996796797,True,c48c77a9e1fe3516,241b1cbd13c380eb,1666877066.3662708,-14839285.493643522,0.5205186373818311,1546.3333333333333,0.07062096232675542,False,1546654384.9224052,-11825377.389305115,0.5255879484133666,1388.0,0.06464793263598338,False
60,routing_persistent_hotspot_cluster1,25,remaining,27,3,specimen_transfer:+1x0.1,specimen_transfer,0.1,1.0,0.2870197892189026,24.124676163629637,True,c48c77a9e1fe3516,2beea9f8c48b090e,1655060095.5011828,-3022314.6285555363,0.5233821537493162,1530.6666666666667,0.07012215303296176,False,1540447200.371339,-5618192.838238955,0.5273402847349921,1380.0,0.06521022181419978,False
60,routing_persistent_hotspot_cluster1,25,remaining,27,4,specimen_transfer:-1x0.1,specimen_transfer,0.1,-1.0,0.2870197892189026,18.81488772222678,True,c48c77a9e1fe3516,6f4bfeb4c844ac05,1668148137.787659,-16110356.915031672,0.5197495947216976,1549.0,0.07083538235053387,False,1548750393.3056111,-13921385.772511005,0.5246915608311884,1391.6,0.06553560381022154,False
60,routing_persistent_hotspot_cluster1,25,remaining,27,5,reagent_transfer:+1x0.05,reagent_transfer,0.05,1.0,0.0902523547410965,4.678877089262392,True,b393978842a0fa3d,32cdf54fefef2307,1652481263.700863,-443482.8282356262,0.5236209785549574,1531.6666666666667,0.06993459244487578,False,1535100765.6437988,-271758.11069869995,0.528549757104901,1373.6,0.06362094195713018,False
60,routing_persistent_hotspot_cluster1,25,remaining,27,6,reagent_transfer:-1x0.05,reagent_transfer,0.05,-1.0,0.0902523547410965,4.678877089262392,True,b393978842a0fa3d,41755996d93595f0,1652467229.9263115,-429449.0536842346,0.5236209785549574,1531.6666666666667,0.06993459244487578,False,1534462751.1585507,366256.3745493889,0.5286928954122906,1372.8,0.06348572951758574,True
60,routing_persistent_hotspot_cluster1,25,remaining,27,7,reagent_transfer:+1x0.1,reagent_transfer,0.1,1.0,0.180504709482193,9.357754178524784,True,b393978842a0fa3d,67665b13cc5b90ff,1651853862.8367145,183918.03591275215,0.5236229769455564,1530.6666666666667,0.0699226257495047,True,1535158526.6589572,-329519.1258571148,0.528549757104901,1373.6,0.0636168222430868,False
60,routing_persistent_hotspot_cluster1,25,remaining,27,8,reagent_transfer:-1x0.1,reagent_transfer,0.1,-1.0,0.180504709482193,9.357754178524784,True,b393978842a0fa3d,9bc2615d57eff0d1,1652426802.6017034,-389021.7290761471,0.5236229769455564,1531.3333333333333,0.07002478123014623,False,1534317148.922431,511858.61066913605,0.528728679989138,1372.6,0.06354252969388656,True
60,routing_persistent_hotspot_cluster1,25,remaining,27,9,combined_transfer:+1x0.05,combined_transfer,0.05,1.0,0.1633756309747696,5.282123608267993,True,7b6436b0c98f6238,3af9cca0bf6006c9,1668330186.037222,-16292405.16459465,0.5195158376881055,1544.6666666666667,0.07053029608302276,False,1550046094.770741,-15217087.237640858,0.5246199468220145,1390.0,0.06421462166675793,False
60,routing_persistent_hotspot_cluster1,25,remaining,27,10,combined_transfer:-1x0.05,combined_transfer,0.05,-1.0,0.1633756309747696,5.282123608267993,True,7b6436b0c98f6238,92033210d4f9283c,1671998584.2566087,-19960803.383981466,0.517426389482421,1573.6666666666667,0.07404539065342396,False,1552723960.0776858,-17894952.544585705,0.5234713451868542,1415.0,0.06628984526876398,False
60,routing_persistent_hotspot_cluster1,25,remaining,27,11,combined_transfer:+1x0.1,combined_transfer,0.1,1.0,0.3267512619495392,10.564247216535986,True,7b6436b0c98f6238,c1284dd9b199b744,1681844999.005544,-29807218.13291669,0.5172161945031848,1551.0,0.07044834651702704,False,1562953186.4387002,-28124178.90560007,0.5220276150930522,1397.2,0.0648154384870735,False
60,routing_persistent_hotspot_cluster1,25,remaining,27,12,combined_transfer:-1x0.1,combined_transfer,0.1,-1.0,0.3267512619495392,10.564247216535986,True,7b6436b0c98f6238,e2daf29bafb342ca,1673176113.3827333,-21138332.510106087,0.5159239100171233,1586.0,0.0712575238434938,False,1562917469.3637524,-28088461.830652237,0.5199648379730945,1440.0,0.0676077239010048,False
60,routing_persistent_hotspot_cluster1,31,remaining,21,0,mdl2,anchor,0.0,0.0,0.0,0.0,True,,4b48f21a4b7a02bf,1325564762.397567,0.0,0.5241636676159036,1210.6666666666667,0.06087279219269768,True,1476878151.7036114,0.0,0.5094331470395085,1379.6,0.068641623103927,True
60,routing_persistent_hotspot_cluster1,31,remaining,21,1,specimen_transfer:+1x0.05,specimen_transfer,0.05,1.0,0.11492940783500671,7.0710678118654755,True,b393978842a0fa3d,fb2e504a25836e70,1322545887.8453634,3018874.5522036552,0.5249321747862176,1205.0,0.05984918652008279,True,1474675755.903619,2202395.799992323,0.5100994230998778,1375.6,0.06754294418893556,True
60,routing_persistent_hotspot_cluster1,31,remaining,21,2,specimen_transfer:-1x0.05,specimen_transfer,0.05,-1.0,0.11492940783500671,6.48074069840786,True,b393978842a0fa3d,ed96670945757a95,1324856204.7137525,708557.6838145256,0.5238715594641912,1212.0,0.06157290517920792,False,1477089066.1963742,-210914.49276280403,0.5089162949160688,1383.4,0.06949223546603492,False
60,routing_persistent_hotspot_cluster1,31,remaining,21,3,specimen_transfer:+1x0.1,specimen_transfer,0.1,1.0,0.22985881567001343,14.0,True,b393978842a0fa3d,7ad2e941e3825d25,1321728966.2519233,3835796.145643711,0.5252286429559843,1202.6666666666667,0.059441937164672116,True,1474534594.012753,2343557.690858364,0.5101316880485599,1375.4,0.0672378609620323,True
60,routing_persistent_hotspot_cluster1,31,remaining,21,4,specimen_transfer:-1x0.1,specimen_transfer,0.1,-1.0,0.22985881567001343,11.916375287812984,True,b393978842a0fa3d,c76022ec10045257,1324575910.6608605,988851.7367064953,0.5238122369275595,1214.0,0.061789300449473804,False,1475204076.7880454,1674074.9155659676,0.5089168035572555,1383.0,0.06930970409639192,False
60,routing_persistent_hotspot_cluster1,31,remaining,21,5,reagent_transfer:+1x0.05,reagent_transfer,0.05,1.0,0.061536818742752075,2.0171311842621655,True,b393978842a0fa3d,8f431917ca106de9,1325577652.206222,-12889.808655023575,0.5241636676159036,1210.6666666666667,0.06087279219269768,True,1476920291.3360956,-42139.63248419762,0.5093968098302062,1379.6,0.068641623103927,False
60,routing_persistent_hotspot_cluster1,31,remaining,21,6,reagent_transfer:-1x0.05,reagent_transfer,0.05,-1.0,0.061536818742752075,2.0171311842621655,True,b393978842a0fa3d,93c3a49bf89f9352,1325582150.3553154,-17387.957748413086,0.5241636676159036,1210.6666666666667,0.06087279219269768,True,1476953172.9958928,-75021.29228138924,0.5093968098302062,1379.6,0.06870271045884453,False
60,routing_persistent_hotspot_cluster1,31,remaining,21,7,reagent_transfer:+1x0.1,reagent_transfer,0.1,1.0,0.12307363748550415,4.034262368524331,True,b393978842a0fa3d,33d157e16e0304c1,1325592417.7397904,-27655.342223405838,0.5241636676159036,1210.6666666666667,0.06087279219269768,True,1476889587.4839516,-11435.780340194702,0.5093968098302062,1379.6,0.0686378739258084,False
