training_seed,scenario,built_scenario,step,configured_horizon,horizon,candidate_index,candidate_label,candidate_group,candidate_epsilon,candidate_sign,input_action_delta_l2,execution_delta_l2,execution_survived,anchor_execution_id,execution_id,discovery_total_cost,discovery_cost_advantage,discovery_completion_service_level,discovery_patients_lost,discovery_patient_ineligibility_during_manufacturing_rate,discovery_clinical_noninferior,validation_total_cost,validation_cost_advantage,validation_completion_service_level,validation_patients_lost,validation_patient_ineligibility_during_manufacturing_rate,validation_clinical_noninferior
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,0,remaining,52,10,combined_transfer:-1x0.05,combined_transfer,0.05,-1.0,0.2182130366563797,11.091740952879205,True,bc469802436ccd2c,7b76d42a7911e68b,2064458586.1220849,-3474318.892059326,0.5526954202088471,1786.6666666666667,0.05439958044300438,False,2122097730.5564568,-5797680.776351213,0.542573188718853,1858.4,0.05846911575527641,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,0,remaining,52,11,combined_transfer:+1x0.1,combined_transfer,0.1,1.0,0.41770416498184204,22.12859075590583,True,bc469802436ccd2c,fda39056e5101d05,2104174780.7151272,-43190513.4851017,0.548259066087624,1801.3333333333333,0.05224059815141815,False,2171606213.5032787,-55306163.72317314,0.5363213850714224,1878.6,0.05833013314615748,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,0,remaining,52,12,combined_transfer:-1x0.1,combined_transfer,0.1,-1.0,0.4364260733127594,22.183481827187276,True,bc469802436ccd2c,c02a06df569aa6cd,2081214135.5761297,-20229868.346104145,0.5481161232030222,1809.0,0.057264711734279605,False,2119517150.1243882,-3217100.344282627,0.5416268981725314,1859.0,0.05941782807018512,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,6,remaining,46,0,mdl2,anchor,0.0,0.0,0.0,0.0,True,,09b864f953850921,2114365083.2585475,0.0,0.5447717787216423,1870.3333333333333,0.05672588555249266,True,2089326043.5876622,0.0,0.550240340103827,1840.8,0.05371652757574134,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,6,remaining,46,1,specimen_transfer:+1x0.05,specimen_transfer,0.05,1.0,0.09612689167261124,4.0,True,bc1da30eb6111a6a,606c1e0d78b1cbe1,2108982121.7196143,5382961.538933277,0.5461147172374266,1863.6666666666667,0.055936916091038826,True,2088281030.414735,1045013.1729271412,0.550732005725699,1836.4,0.05310081106143003,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,6,remaining,46,2,specimen_transfer:-1x0.05,specimen_transfer,0.05,-1.0,0.09612689167261124,5.477225575051661,True,bc1da30eb6111a6a,2e26ed574a630be0,2111772680.4190903,2592402.8394572735,0.5450187397496246,1869.0,0.056596024193519584,True,2090638144.1492653,-1312100.5616030693,0.5498717057628779,1841.4,0.0532011501460834,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,6,remaining,46,3,specimen_transfer:+1x0.1,specimen_transfer,0.1,1.0,0.19225378334522247,8.831760866327848,True,bc1da30eb6111a6a,79dbb94b8e505245,2114173852.8360035,191230.42254400253,0.5453228252032388,1866.6666666666667,0.05598915165472335,True,2088269860.7994332,1056182.7882289886,0.5516655698540252,1831.6,0.052340319098982666,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,6,remaining,46,4,specimen_transfer:-1x0.1,specimen_transfer,0.1,-1.0,0.19225378334522247,8.246211251235321,True,bc1da30eb6111a6a,963f8257b7bddf46,2116657022.199653,-2291938.9411053658,0.5433074069082329,1876.0,0.05761931438040787,False,2088026320.820176,1299722.7674863338,0.5507977743533647,1838.2,0.05282246686002533,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,6,remaining,46,5,reagent_transfer:+1x0.05,reagent_transfer,0.05,1.0,0.15035733580589294,7.943844532457616,True,172bf6ff212a55a4,73363cc24d51a296,2114356133.448541,8949.8100066185,0.5447717787216423,1870.3333333333333,0.05672588555249266,True,2089524406.2243912,-198362.636729002,0.550240340103827,1840.8,0.05371652757574134,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,6,remaining,46,6,reagent_transfer:-1x0.05,reagent_transfer,0.05,-1.0,0.15035733580589294,14.752331850477939,True,172bf6ff212a55a4,15c39abc8e188a8c,2114394879.3469822,-29796.088434696198,0.544834060734597,1870.3333333333333,0.05672588555249266,True,2089165736.7031147,160306.884547472,0.550240340103827,1840.8,0.05371652757574134,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,6,remaining,46,7,reagent_transfer:+1x0.1,reagent_transfer,0.1,1.0,0.3007146716117859,15.887689064915232,True,172bf6ff212a55a4,78479be911672fb1,2114349279.8236148,15803.43493270874,0.5447717787216423,1870.3333333333333,0.05672588555249266,True,2089831826.1101394,-505782.52247714996,0.550240340103827,1840.8,0.05371652757574134,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,6,remaining,46,8,reagent_transfer:-1x0.1,reagent_transfer,0.1,-1.0,0.3007146716117859,29.504665393445507,True,172bf6ff212a55a4,7b326501b647e0e6,2114322164.5745106,42918.68403697014,0.5447717787216423,1870.3333333333333,0.05672588555249266,True,2089103333.3010602,222710.28660202026,0.550240340103827,1840.8,0.05371652757574134,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,6,remaining,46,9,combined_transfer:+1x0.05,combined_transfer,0.05,1.0,0.18346570432186127,8.166126631876708,True,edccbd6eac9480c7,6c48677b2c2aaac0,2149502476.623302,-35137393.36475444,0.5356434435001761,1916.3333333333333,0.0584745890753031,False,2124635295.6619651,-35309252.07430291,0.5411787998508635,1886.0,0.05547014776671686,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,6,remaining,46,10,combined_transfer:-1x0.05,combined_transfer,0.05,-1.0,0.18346570432186127,14.873205883017121,True,edccbd6eac9480c7,77cbdf6dbaf13330,2169370864.759871,-55005781.50132346,0.5263697795550915,1974.6666666666667,0.062237527193180285,False,2136007270.1344955,-46681226.54683328,0.5332562878830479,1934.0,0.05910418860793517,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,6,remaining,46,11,combined_transfer:+1x0.1,combined_transfer,0.1,1.0,0.36693140864372253,16.332253263753415,True,edccbd6eac9480c7,d472ce217214d997,2178560974.0496926,-64195890.79114509,0.5302301891235173,1941.6666666666667,0.06054634069208346,False,2140165321.7658691,-50839278.17820692,0.5382908852385738,1900.8,0.05506101021557973,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,6,remaining,46,12,combined_transfer:-1x0.1,combined_transfer,0.1,-1.0,0.36693140864372253,29.74641344476907,True,edccbd6eac9480c7,5e3436c7d6e6e094,2148029079.188073,-33663995.929525614,0.5297959790114151,1956.3333333333333,0.06091746955610156,False,2121596762.1518505,-32270718.564188242,0.53587640505525,1921.6,0.05703354539672175,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,12,remaining,40,0,mdl2,anchor,0.0,0.0,0.0,0.0,True,,6712504d46c4b839,1834869211.1355,0.0,0.5525231682919259,1645.0,0.05406092894121573,True,1900572670.5968165,0.0,0.5474845774984514,1720.0,0.05448888610111939,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,12,remaining,40,1,specimen_transfer:+1x0.05,specimen_transfer,0.05,1.0,0.12292706966400146,8.831760866327848,True,2831602f1da98434,ea6f68883fa113c6,1836274897.3832176,-1405686.247717619,0.552028925272155,1646.3333333333333,0.054564287695375475,False,1902061038.135456,-1488367.5386395454,0.5477038384386705,1718.8,0.05383065050412191,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,12,remaining,40,2,specimen_transfer:-1x0.05,specimen_transfer,0.05,-1.0,0.12292706966400146,7.211102550927978,True,2831602f1da98434,bdf63a3405acbe42,1836295831.7960384,-1426620.660538435,0.5516566972338861,1650.0,0.05499925257489269,False,1901844954.9913204,-1272284.3945038319,0.5472325178219659,1722.4,0.05413140507240048,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,12,remaining,40,3,specimen_transfer:+1x0.1,specimen_transfer,0.1,1.0,0.24585413932800293,15.231546211727817,True,2831602f1da98434,095ee4e1dd3e90b2,1837851032.8441458,-2981821.7086458206,0.5519040936995349,1648.3333333333333,0.05467498948477578,False,1904168983.7344356,-3596313.1376190186,0.5474445078293192,1721.6,0.054571172429588845,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,12,remaining,40,4,specimen_transfer:-1x0.1,specimen_transfer,0.1,-1.0,0.24585413932800293,11.224972160321824,True,2831602f1da98434,16cbb8b8bd5f87fb,1841605843.8191588,-6736632.683658838,0.5503589623001006,1655.6666666666667,0.05567263317475168,False,1903157272.054601,-2584601.4577844143,0.5470092259986299,1722.2,0.053301930298221264,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,12,remaining,40,5,reagent_transfer:+1x0.05,reagent_transfer,0.05,1.0,0.15229690074920654,8.80868453908662,True,cadc8789e521340c,0f24b95e2ca8308b,1834852454.6150572,16756.520442724228,0.5525231682919259,1645.0,0.05406092894121573,True,1901198801.1418319,-626130.5450153351,0.5473734869596623,1720.6,0.05450226730817799,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,12,remaining,40,6,reagent_transfer:-1x0.05,reagent_transfer,0.05,-1.0,0.15229690074920654,10.720766438950351,True,cadc8789e521340c,7c6ae8f2b9eb9a6d,1834900255.6267817,-31044.491281747818,0.5525231682919259,1645.0,0.05406092894121573,True,1900912653.1222787,-339982.5254621506,0.5474845774984514,1720.0,0.05448888610111939,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,12,remaining,40,7,reagent_transfer:+1x0.1,reagent_transfer,0.1,1.0,0.3045938014984131,17.075668908965188,True,cadc8789e521340c,df9f9ae948279325,1834835593.7488658,33617.386634111404,0.5525231682919259,1645.0,0.05406092894121573,True,1900598493.7398117,-25823.142995119095,0.5474845774984514,1720.0,0.05448888610111939,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,12,remaining,40,8,reagent_transfer:-1x0.1,reagent_transfer,0.1,-1.0,0.3045938014984131,18.944183733841744,True,cadc8789e521340c,15b423595eb2005e,1834944418.974658,-75207.83915805817,0.5525231682919259,1645.0,0.05406092894121573,True,1901486121.8130898,-913451.2162733078,0.5473734869596623,1720.6,0.05450226730817799,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,12,remaining,40,9,combined_transfer:+1x0.05,combined_transfer,0.05,1.0,0.1966790109872818,9.089066388507602,True,3b7d7570290103aa,fddf76523c2a721b,1886340138.2663012,-51470927.1308012,0.540099674417764,1705.3333333333333,0.05769784443235074,False,1948785688.7312558,-48213018.13443923,0.5356139199897658,1779.4,0.056423908175262216,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,12,remaining,40,10,combined_transfer:-1x0.05,combined_transfer,0.05,-1.0,0.1966790109872818,10.952307407303683,True,3b7d7570290103aa,cac1d433d5db7d66,1893064551.0461652,-58195339.91066527,0.5330591020973128,1744.0,0.0590101571639021,False,1949434499.989514,-48861829.39269757,0.5300257541972142,1816.2,0.060660144920653414,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,12,remaining,40,11,combined_transfer:+1x0.1,combined_transfer,0.1,1.0,0.3933580219745636,17.65364797175984,True,3b7d7570290103aa,3c86ae1b3307c223,1900652793.0951633,-65783581.95966339,0.537504875082501,1710.6666666666667,0.05689546692382865,False,1963307428.60757,-62734758.01075339,0.5340977243143613,1783.2,0.05512481751222063,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,12,remaining,40,12,combined_transfer:-1x0.1,combined_transfer,0.1,-1.0,0.3933580219745636,19.466764378390515,True,3b7d7570290103aa,baa76d0d65ce0916,1869813985.1712134,-34944774.035713434,0.5381880418907016,1723.0,0.05798713852332176,False,1923797966.1191144,-23225295.52229786,0.5343556452240635,1800.2,0.05861687724608976,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,18,remaining,34,0,mdl2,anchor,0.0,0.0,0.0,0.0,True,,51fed25f2672c6ea,1591585932.3128393,0.0,0.5429078268396949,1423.0,0.05710622195187511,True,1601058765.8755455,0.0,0.5436255792299016,1430.2,0.057278125317188525,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,18,remaining,34,1,specimen_transfer:+1x0.05,specimen_transfer,0.05,1.0,0.14224635064601898,8.602325267042627,True,6f6b96f147f20ab1,ea8116a16f4c5f71,1590108394.097128,1477538.2157113552,0.5430904043019689,1422.3333333333333,0.056683329527935054,True,1599266539.7366776,1792226.138867855,0.5440298258914258,1427.4,0.056347977757529144,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,18,remaining,34,2,specimen_transfer:-1x0.05,specimen_transfer,0.05,-1.0,0.14224635064601898,8.0,True,6f6b96f147f20ab1,42d0de70ee17af91,1593251749.0889244,-1665816.7760851383,0.5419332945109308,1428.6666666666667,0.05727227992761513,False,1600869965.5868213,188800.28872418404,0.5424962815942136,1434.2,0.05698214654863931,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,18,remaining,34,3,specimen_transfer:+1x0.1,specimen_transfer,0.1,1.0,0.28449270129203796,17.029386365926403,True,6f6b96f147f20ab1,6cc677b885ae644b,1589920202.5620697,1665729.7507696152,0.5434523840524115,1420.0,0.056498897400978,True,1600179686.2146544,879079.6608910561,0.5442842457563802,1427.2,0.0567740652413356,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,18,remaining,34,4,specimen_transfer:-1x0.1,specimen_transfer,0.1,-1.0,0.28449270129203796,13.416407864998739,True,6f6b96f147f20ab1,75ac7fdcba9b104c,1592193498.874801,-607566.5619616508,0.5414498769165075,1430.3333333333333,0.0576181098938582,False,1599785599.1081972,1273166.7673482895,0.5424232707407921,1434.0,0.05734647069347615,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,18,remaining,34,5,reagent_transfer:+1x0.05,reagent_transfer,0.05,1.0,0.1582615226507187,8.026426012131816,True,766d5e09da4ae19c,d08c2eee9e1555e4,1591393923.516634,192008.7962052822,0.5430300388775805,1423.0,0.05709488179450861,True,1601020714.1302903,38051.74525523186,0.5436255792299016,1430.2,0.057278125317188525,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,18,remaining,34,6,reagent_transfer:-1x0.05,reagent_transfer,0.05,-1.0,0.1582615226507187,9.23987536505632,True,766d5e09da4ae19c,04dbcc71550e1831,1591578512.789819,7419.523020267487,0.5429078268396949,1423.0,0.05710622195187511,True,1600983273.6232502,75492.25229525566,0.5436255792299016,1430.2,0.057278125317188525,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,18,remaining,34,7,reagent_transfer:+1x0.1,reagent_transfer,0.1,1.0,0.3165230453014374,15.574637411919966,True,766d5e09da4ae19c,5d576190319ee1fe,1591569349.0105238,16583.302315473557,0.5429078268396949,1423.0,0.05710622195187511,True,1601023170.8027759,35595.072769641876,0.5436255792299016,1430.2,0.057278125317188525,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,18,remaining,34,8,reagent_transfer:-1x0.1,reagent_transfer,0.1,-1.0,0.3165230453014374,17.469667236334818,True,766d5e09da4ae19c,88c44df3ef627f28,1591409570.5148976,176361.79794168472,0.5429078268396949,1423.0,0.05710622195187511,True,1600996589.5644593,62176.311086177826,0.5436255792299016,1430.2,0.057278125317188525,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,18,remaining,34,9,combined_transfer:+1x0.05,combined_transfer,0.05,1.0,0.20541371405124664,8.365374667206284,True,a2eab113cd90c349,da7c89dcb315cb3b,1632549106.7763174,-40963174.46347809,0.5322613859462311,1473.6666666666667,0.059101377934439536,False,1638839536.351696,-37780770.47615051,0.533629186599561,1477.0,0.05926947046315524,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,18,remaining,34,10,combined_transfer:-1x0.05,combined_transfer,0.05,-1.0,0.20541371405124664,9.535789194203334,True,a2eab113cd90c349,a6329d147c8127be,1628049111.7622182,-36463179.44937897,0.5297083072429054,1499.3333333333333,0.06077607246002701,False,1635552155.5846467,-34493389.7091012,0.529723944879121,1502.4,0.06130840751644949,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,18,remaining,34,11,combined_transfer:+1x0.1,combined_transfer,0.1,1.0,0.4108274281024933,16.272468948835595,True,a2eab113cd90c349,0c758fa4875e74b5,1654266627.9209673,-62680695.60812807,0.5287940171409109,1485.0,0.058233620829862554,False,1670434199.4344223,-69375433.55887675,0.5287696816963342,1499.6,0.06000415731728659,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,18,remaining,34,12,combined_transfer:-1x0.1,combined_transfer,0.1,-1.0,0.4108274281024933,18.09456240217795,True,a2eab113cd90c349,4a77da9d2308ae3a,1591684902.81258,-98970.499740839,0.5365239631906312,1476.0,0.06033403953819746,False,1596594761.0785697,4464004.796975851,0.5370214796982228,1473.0,0.060523381385214,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,25,remaining,27,0,mdl2,anchor,0.0,0.0,0.0,0.0,True,,d5e0440ee39d5f12,1198150716.3206034,0.0,0.542279928983178,1052.3333333333333,0.059461633553193394,True,1186289579.899138,0.0,0.5427570216130617,1034.8,0.05763606542744293,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,25,remaining,27,1,specimen_transfer:+1x0.05,specimen_transfer,0.05,1.0,0.13514138758182526,8.48528137423857,True,2a896cf407f12c64,302b478df3721d14,1199000389.40097,-849673.0803666115,0.5422190016694634,1054.0,0.060007946876138925,False,1184610371.6702104,1679208.2289276123,0.5435588687929174,1032.8,0.057047019192306134,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,25,remaining,27,2,specimen_transfer:-1x0.05,specimen_transfer,0.05,-1.0,0.13514138758182526,8.246211251235321,True,2a896cf407f12c64,ad1635e097692aaa,1201752984.8368225,-3602268.516219139,0.5413060256187182,1056.3333333333333,0.05924235023102842,False,1189592293.4882414,-3302713.5891034603,0.5418456579562492,1039.6,0.05752338709724958,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,25,remaining,27,3,specimen_transfer:+1x0.1,specimen_transfer,0.1,1.0,0.2702827751636505,16.61324772583615,True,2a896cf407f12c64,701ebebd0c63e0f6,1195051458.0954993,3099258.2251040936,0.5430715615197136,1047.6666666666667,0.058167903434954316,True,1184761259.1610708,1528320.73806715,0.5437779093485051,1030.0,0.05642986169061191,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,25,remaining,27,4,specimen_transfer:-1x0.1,specimen_transfer,0.1,-1.0,0.2702827751636505,9.486832980505138,True,2a896cf407f12c64,bf2a96d948160417,1203005734.717968,-4855018.397364616,0.5411843266004515,1056.3333333333333,0.059062605565038014,False,1190532924.5760052,-4243344.676867247,0.541699899695864,1040.6,0.05741839357168306,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,25,remaining,27,5,reagent_transfer:+1x0.05,reagent_transfer,0.05,1.0,0.12340448796749115,5.633793612636544,True,b393978842a0fa3d,28be1008b2d8aee9,1198146149.3199275,4567.000675916672,0.542279928983178,1052.3333333333333,0.059461633553193394,True,1186303593.572406,-14013.673268079758,0.5427570216130617,1034.8,0.05763606542744293,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,25,remaining,27,6,reagent_transfer:-1x0.05,reagent_transfer,0.05,-1.0,0.12340448796749115,5.633793612636544,True,b393978842a0fa3d,0471247e5c4761ee,1198161769.4074507,-11053.086847305298,0.542279928983178,1052.3333333333333,0.059461633553193394,True,1186271876.5299377,17703.369200229645,0.5427570216130617,1034.8,0.05763606542744293,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,25,remaining,27,7,reagent_transfer:+1x0.1,reagent_transfer,0.1,1.0,0.2468089759349823,11.267587225273088,True,b393978842a0fa3d,7c321b74eb7a4fa3,1198123853.659158,26862.661445379257,0.542279928983178,1052.3333333333333,0.059461633553193394,True,1186347387.2617393,-57807.36260128021,0.5427570216130617,1034.8,0.05763606542744293,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,25,remaining,27,8,reagent_transfer:-1x0.1,reagent_transfer,0.1,-1.0,0.2468089759349823,11.267587225273088,True,b393978842a0fa3d,edc19a3eccc90ab0,1198173710.5621407,-22994.241537332535,0.542279928983178,1052.3333333333333,0.059461633553193394,True,1186276644.1476512,12935.75148677826,0.5427570216130617,1034.8,0.05763606542744293,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,25,remaining,27,9,combined_transfer:+1x0.05,combined_transfer,0.05,1.0,0.1822347193956375,6.129063298981451,True,7b6436b0c98f6238,93956ba840f0fddb,1234588948.58717,-36438232.266566515,0.5331486123841004,1100.3333333333333,0.06117133463499467,False,1220322427.4626794,-34032847.56354141,0.5341514551171851,1076.6,0.05884614452873628,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,25,remaining,27,10,combined_transfer:-1x0.05,combined_transfer,0.05,-1.0,0.1822347193956375,6.0739616699592585,True,7b6436b0c98f6238,6c8a1d4d67cb93d3,1222210296.2593076,-24059579.938704252,0.5341222713242934,1095.3333333333333,0.06134731379346955,False,1210466152.5238633,-24176572.62472534,0.5349128253755662,1080.6,0.0590740939793543,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,25,remaining,27,11,combined_transfer:+1x0.1,combined_transfer,0.1,1.0,0.364469438791275,12.258126597962901,True,7b6436b0c98f6238,8354077e01fda99f,1228790359.73078,-30639643.410176516,0.5363131208293302,1084.3333333333333,0.06022282191327059,False,1217476720.2269917,-31187140.32785368,0.5365562320741744,1064.8,0.05879006269607243,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,25,remaining,27,12,combined_transfer:-1x0.1,combined_transfer,0.1,-1.0,0.364469438791275,11.847131078958048,True,7b6436b0c98f6238,a504f11072b52d26,1208421882.9447,-10271166.624096632,0.5374099453333908,1076.0,0.060501728655189414,False,1196729042.579166,-10439462.680027962,0.5381233123657456,1064.6,0.05845534127830858,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,31,remaining,21,0,mdl2,anchor,0.0,0.0,0.0,0.0,True,,4b48f21a4b7a02bf,861958057.8908935,0.0,0.5437176552703039,700.6666666666666,0.061185192183722946,True,875299380.0914901,0.0,0.5433872139431529,708.2,0.059322066446825514,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,31,remaining,21,1,specimen_transfer:+1x0.05,specimen_transfer,0.05,1.0,0.1342361718416214,7.874007874011811,True,b393978842a0fa3d,36a34545b37755d8,860205041.6582289,1753016.232664585,0.544022738814765,699.0,0.06039059764132056,True,871444114.4497423,3855265.6417478323,0.5440823737905364,704.4,0.05793384637600195,True
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,31,remaining,21,2,specimen_transfer:-1x0.05,specimen_transfer,0.05,-1.0,0.1342361718416214,7.874007874011811,True,b393978842a0fa3d,68a7f05eac24936b,861628854.8700361,329203.02085733414,0.5429237775483243,704.6666666666666,0.062106454957167025,False,873502575.5262625,1796804.5652276278,0.5429851361959896,710.6,0.05968790157753896,False
60,routing_abrupt_regime_shift,routing_abrupt_regime_shift,31,remaining,21,3,specimen_transfer:+1x0.1,specimen_transfer,0.1,1.0,0.2684723436832428,15.620499351813308,True,b393978842a0fa3d,59ed5b6debaae70e,860878529.950889,1079527.940004468,0.5437785269527972,700.3333333333334,0.060797225735070105,True,872773088.8722442,2526291.2192459106,0.5436800510456827,706.2,0.05860102635458532,True
