scenario,state_id,decision_epoch,bound_count,stream,crn_seed,arm,overtime_rung,remaining_cost,completion_service_level,patients_lost,manufacturing_ineligibility,scenario_declaration_sha256
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300001,u_0.10,0.1,1051578935.8641729,0.6785866326096212,830.0,0.04002389486260454,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300001,u_0.20,0.2,1050570756.3783768,0.6777352064708386,831.0,0.04119402985074627,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300001,u_0.30,0.3,1046612500.4347403,0.6798637718177948,826.0,0.04104699583581202,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300001,u_0.40,0.4,1025062284.5800973,0.6917837377607493,803.0,0.03773584905660377,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300001,u_0.50,0.5,1017007327.8960353,0.6981694338016177,797.0,0.0351288056206089,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300001,u_0.60,0.6,1029528599.018608,0.6934865900383141,810.0,0.0376249265138154,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300001,u_0.70,0.7,1027929444.9686882,0.6947637292464879,807.0,0.03812316715542522,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300001,u_0.80,0.8,1021422196.9259752,0.7002979991485738,801.0,0.03798947983635301,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300001,u_0.90,0.9,1021717891.9104666,0.7002979991485738,801.0,0.03798947983635301,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300001,u_1.00,1.0,1010481380.3943536,0.7049808429118773,792.0,0.03765932792584009,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300002,anchor,-1.0,1331575092.9616563,0.5930493273542601,1085.0,0.05539011316259678,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300002,u_0.00,0.0,1336104018.9647958,0.5881913303437967,1090.0,0.05635491606714628,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300002,u_0.10,0.1,1332247202.9886138,0.5904334828101644,1085.0,0.05685218432076601,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300002,u_0.20,0.2,1334863331.2900882,0.5874439461883408,1089.0,0.05878824235152969,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300002,u_0.30,0.3,1333665673.946165,0.5881913303437967,1086.0,0.058682634730538925,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300002,u_0.40,0.4,1331084909.402772,0.5896860986547086,1083.0,0.05945945945945946,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300002,u_0.50,0.5,1319149625.9910243,0.5964125560538116,1074.0,0.05850746268656717,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300002,u_0.60,0.6,1318450893.3827643,0.5967862481315396,1073.0,0.058402860548271755,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300002,u_0.70,0.7,1318031413.5010378,0.5979073243647235,1072.0,0.058858501783590964,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300002,u_0.80,0.8,1300627744.6864498,0.6061285500747384,1051.0,0.056824838898652606,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300002,u_0.90,0.9,1300923439.670941,0.6061285500747384,1051.0,0.056824838898652606,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300002,u_1.00,1.0,1291219762.031214,0.6098654708520179,1041.0,0.054556006964596636,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300003,anchor,-1.0,1014222751.4360383,0.6523848019401779,750.0,0.03072289156626506,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300003,u_0.00,0.0,1022151683.9743372,0.6447049312853679,765.0,0.03331314354936402,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300003,u_0.10,0.1,1019890551.125608,0.6475343573160873,764.0,0.032569360675512665,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300003,u_0.20,0.2,1018848579.8570614,0.64874696847211,763.0,0.03143893591293833,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300003,u_0.30,0.3,1015759205.0745678,0.6515763945028294,757.0,0.03134418324291742,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300003,u_0.40,0.4,1008252916.9377396,0.6560226354082458,749.0,0.03126879134095009,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300003,u_0.50,0.5,1001231291.9245783,0.6596604688763137,741.0,0.031026252983293555,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300003,u_0.60,0.6,1000510460.135512,0.6600646725949879,739.0,0.030970815961882073,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300003,u_0.70,0.7,999473750.8451793,0.6612772837510105,736.0,0.030915576694411414,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300003,u_0.80,0.8,994728035.9073718,0.6645109135004043,730.0,0.0318960425280567,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300003,u_0.90,0.9,995023730.8918632,0.6645109135004043,730.0,0.0318960425280567,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300003,u_1.00,1.0,986779228.7413424,0.6673403395311237,720.0,0.030534351145038167,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300004,anchor,-1.0,995096850.4556537,0.6698544698544698,740.0,0.032806804374240585,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300004,u_0.00,0.0,1001762604.1133089,0.6627858627858628,746.0,0.03302752293577982,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300004,u_0.10,0.1,995761774.7277796,0.669022869022869,744.0,0.03335354760460885,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300004,u_0.20,0.2,992062627.0819733,0.6702702702702703,742.0,0.033172496984318456,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300004,u_0.30,0.3,982332407.9037671,0.676923076923077,735.0,0.03343283582089552,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300004,u_0.40,0.4,975824222.3235078,0.6802494802494803,729.0,0.03275759380583681,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300004,u_0.50,0.5,970429752.8673909,0.6831600831600831,723.0,0.033214709371293,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300004,u_0.60,0.6,970258171.4917952,0.6856548856548856,721.0,0.03429923122412774,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
routing_nominal_history,routing_nominal_history:seed96100000:epoch30,30,20,validation,96300004,u_0.70,0.7,969058057.7236711,0.6873180873180873,718.0,0.03421828908554572,5ebbc98dbd907dd8005e5a079d53d37321acce7a607ef1d5b680ecd4655c416b
