phase,scenario,seed,family,tuning_value,total_cost,patients_lost,completion_service_level,max_requested_capacity,max_active_capacity,shared_budget,rng_sha256
discovery,scheduled_rotation_slower_noisy,99400000,static_ot,0.0625,3889366487.516701,3513.0,0.3783451665756417,7.875000000000002,7.874999999999992,31.500000000000007,0fe0fc7bbcd7a15a71100fc0f6c78a688edb75102c24dc06a9fc30d3456614e6
discovery,scheduled_rotation_slower_noisy,99400000,static_ot,0.125,3747449779.712538,3322.0,0.4078372474057892,15.750000000000004,15.749999999999984,31.500000000000007,0fe0fc7bbcd7a15a71100fc0f6c78a688edb75102c24dc06a9fc30d3456614e6
discovery,scheduled_rotation_slower_noisy,99400000,static_ot,0.1875,3736018406.7634797,3278.0,0.4152102676133261,23.624999999999996,23.624999999999982,31.500000000000007,0fe0fc7bbcd7a15a71100fc0f6c78a688edb75102c24dc06a9fc30d3456614e6
discovery,scheduled_rotation_slower_noisy,99400000,static_ot,0.25,3594172248.119253,3032.0,0.4516657564172583,31.500000000000007,31.499999999999968,31.500000000000007,0fe0fc7bbcd7a15a71100fc0f6c78a688edb75102c24dc06a9fc30d3456614e6
discovery,scheduled_rotation_slower_noisy,99400000,forecast_iot,0.0,3899570297.282818,3541.0,0.3742490442381212,0.0,0.0,31.500000000000007,0fe0fc7bbcd7a15a71100fc0f6c78a688edb75102c24dc06a9fc30d3456614e6
discovery,scheduled_rotation_slower_noisy,99400000,forecast_iot,0.25,3854633251.4543834,3461.0,0.3861277990169306,7.875000590085984,7.875000251862546,31.500000000000007,0fe0fc7bbcd7a15a71100fc0f6c78a688edb75102c24dc06a9fc30d3456614e6
discovery,scheduled_rotation_slower_noisy,99400000,forecast_iot,0.5,3764614140.1947794,3267.0,0.4131622064445658,15.750000540912152,15.750000232970923,31.500000000000007,0fe0fc7bbcd7a15a71100fc0f6c78a688edb75102c24dc06a9fc30d3456614e6
discovery,scheduled_rotation_slower_noisy,99400000,forecast_iot,0.75,3622149127.4013753,2988.0,0.4526215182960131,23.62500065267086,23.625000220644626,31.500000000000007,0fe0fc7bbcd7a15a71100fc0f6c78a688edb75102c24dc06a9fc30d3456614e6
discovery,scheduled_rotation_slower_noisy,99400000,forecast_iot,1.0,3515445806.1091094,2757.0,0.4847078099399235,31.500000000000014,31.49999999130281,31.500000000000007,0fe0fc7bbcd7a15a71100fc0f6c78a688edb75102c24dc06a9fc30d3456614e6
discovery,scheduled_rotation_slower_noisy,99400000,graph_forecast_iot,0.0,3899570297.282818,3541.0,0.3742490442381212,0.0,0.0,31.500000000000007,0fe0fc7bbcd7a15a71100fc0f6c78a688edb75102c24dc06a9fc30d3456614e6
discovery,scheduled_rotation_slower_noisy,99400000,graph_forecast_iot,0.25,3857031406.1844373,3466.0,0.3851720371381759,7.875000581145285,7.875000210267556,31.500000000000007,0fe0fc7bbcd7a15a71100fc0f6c78a688edb75102c24dc06a9fc30d3456614e6
discovery,scheduled_rotation_slower_noisy,99400000,graph_forecast_iot,0.5,3771924172.0721006,3289.0,0.4096122337520481,15.750000686198472,15.750000375755452,31.500000000000007,0fe0fc7bbcd7a15a71100fc0f6c78a688edb75102c24dc06a9fc30d3456614e6
discovery,scheduled_rotation_slower_noisy,99400000,graph_forecast_iot,0.75,3633667735.403931,3019.0,0.4482523211359913,23.625000391714273,23.625000123289123,31.500000000000007,0fe0fc7bbcd7a15a71100fc0f6c78a688edb75102c24dc06a9fc30d3456614e6
discovery,scheduled_rotation_slower_noisy,99400000,graph_forecast_iot,1.0,3537978342.7658777,2819.0,0.4774713271436374,31.500000000000014,31.49999999412707,31.500000000000007,0fe0fc7bbcd7a15a71100fc0f6c78a688edb75102c24dc06a9fc30d3456614e6
discovery,scheduled_rotation_slower_noisy,99400001,static_ot,0.0,3165652472.1999445,2959.0,0.4379294548786074,0.0,0.0,31.500000000000007,c21cd5c8c0bc685cbe3b35dd7ad273624f14f7444e1535a55718f3ae39ce4f1a
discovery,scheduled_rotation_slower_noisy,99400001,static_ot,0.0625,3132957574.561257,2895.0,0.4483127194991602,7.875000000000002,7.874999999999992,31.500000000000007,c21cd5c8c0bc685cbe3b35dd7ad273624f14f7444e1535a55718f3ae39ce4f1a
discovery,scheduled_rotation_slower_noisy,99400001,static_ot,0.125,3052512863.7685466,2787.0,0.4664834325851275,15.750000000000004,15.749999999999984,31.500000000000007,c21cd5c8c0bc685cbe3b35dd7ad273624f14f7444e1535a55718f3ae39ce4f1a
discovery,scheduled_rotation_slower_noisy,99400001,static_ot,0.1875,3062784507.145699,2767.0,0.47030080928386014,23.624999999999996,23.624999999999982,31.500000000000007,c21cd5c8c0bc685cbe3b35dd7ad273624f14f7444e1535a55718f3ae39ce4f1a
discovery,scheduled_rotation_slower_noisy,99400001,static_ot,0.25,2922681719.057671,2511.0,0.5121392579019698,31.500000000000007,31.499999999999968,31.500000000000007,c21cd5c8c0bc685cbe3b35dd7ad273624f14f7444e1535a55718f3ae39ce4f1a
discovery,scheduled_rotation_slower_noisy,99400001,forecast_iot,0.0,3165652472.1999445,2959.0,0.4379294548786074,0.0,0.0,31.500000000000007,c21cd5c8c0bc685cbe3b35dd7ad273624f14f7444e1535a55718f3ae39ce4f1a
discovery,scheduled_rotation_slower_noisy,99400001,forecast_iot,0.25,3147689404.818372,2908.0,0.4460222934799206,7.875000554323197,7.875000302262357,31.500000000000007,c21cd5c8c0bc685cbe3b35dd7ad273624f14f7444e1535a55718f3ae39ce4f1a
