scenario,state_id,state_seed,epoch,arm,shift,world_seed,remaining_cost,completion_service_level,patients_lost,manufacturing_ineligibility
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200030,1032771733.5478296,0.5742574257425742,878.0,0.05919661733615222
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200031,1408776498.4932902,0.4738015607580825,1287.0,0.09788732394366197
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200032,998483833.171761,0.5876565295169947,870.0,0.06879432624113475
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200033,1116736316.72723,0.5410987195373812,984.0,0.07127734650670431
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200034,1155601293.185047,0.5197604790419161,997.0,0.0823943661971831
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200035,1339586740.8559763,0.4994237418363427,1195.0,0.0852112676056338
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200036,989681086.6214805,0.6051423324150597,873.0,0.0636042402826855
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200037,1395768817.9411495,0.47410358565737054,1215.0,0.07794943820224719
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200038,1029895010.0763755,0.5660130718954248,895.0,0.07294617563739376
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200039,1046362269.1058377,0.5854416333777186,924.0,0.06718528995756719
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200040,1032254714.968917,0.5563941299790356,864.0,0.060906515580736544
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200041,1282408374.4394903,0.5029081039162466,1133.0,0.08655876143560873
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200042,983022044.6954418,0.5945340501792115,854.0,0.059363957597173146
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200043,1145312977.3531222,0.535449299258038,1032.0,0.0815024805102764
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200044,1108972284.1621833,0.5610169491525424,958.0,0.05547652916073969
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200045,1212698601.2682588,0.518562874251497,1094.0,0.08356741573033707
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200046,1098287591.79081,0.5301689460981497,921.0,0.07308503162333099
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200047,1130422687.864901,0.5249801744647106,965.0,0.06751054852320675
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200048,1429902122.0180125,0.4463098985659321,1298.0,0.10133708655876143
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200049,1246290254.2475631,0.5167731629392971,1150.0,0.09026798307475317
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200050,1097747530.9466155,0.5683982683982683,992.0,0.07714083510261854
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200051,1094951630.9253225,0.5469011725293133,954.0,0.07178393745557925
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200052,1292566472.481668,0.5098502758077226,1179.0,0.09103641456582633
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200053,1310047165.942354,0.5096646942800789,1203.0,0.09346451159522136
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200054,1092404975.8401752,0.5283630470016207,943.0,0.07561837455830389
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200055,1242022908.2999783,0.5206677265500795,1113.0,0.07632508833922262
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200056,1161760616.8900123,0.5494367959949937,1052.0,0.07420494699646643
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200057,1280159754.4224422,0.5058548009367682,1147.0,0.09014084507042254
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200058,1245946085.5956109,0.5206038351693186,1126.0,0.10301331464611072
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200059,1079074886.4438899,0.5597210113339146,942.0,0.08475783475783476
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200060,1320021375.0054016,0.498093058733791,1178.0,0.08362614195361912
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200061,1228797695.3000748,0.5244672454617206,1090.0,0.06619718309859154
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200062,1048718206.3336954,0.5641025641025641,918.0,0.07386363636363637
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.10,-0.1,98200063,1204775588.7088146,0.5398009950248757,1113.0,0.08110014104372355
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200000,1233815108.2098205,0.5292433537832311,1116.0,0.09333333333333334
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200001,1274157091.8046203,0.4903372489579386,1120.0,0.090014064697609
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200002,957866582.820435,0.601010101010101,856.0,0.07381121362668559
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200003,1223422032.208337,0.5219690805532954,1135.0,0.0903954802259887
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200004,1128082631.4705675,0.5611418832552194,1010.0,0.07238229093464511
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200005,1258293391.0231955,0.4990351215746816,1112.0,0.08643710470836262
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200006,1046139254.055145,0.5714285714285714,915.0,0.07524613220815753
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200007,1128591224.6052487,0.5391451544646636,1043.0,0.10162314749470713
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200008,1203835466.6154163,0.5485355648535565,1061.0,0.07425742574257425
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200009,1366417325.5876176,0.46720410406742396,1231.0,0.1051156271899089
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200010,1164430049.4783788,0.5447019867549668,1052.0,0.07077140835102619
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200011,1154049651.8665051,0.5341186027619821,996.0,0.07363253856942496
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200012,1045838988.1763806,0.5761676123963335,910.0,0.06966924700914849
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200013,1208270532.9063666,0.4976833976833977,1060.0,0.0860597439544808
routing_nominal_history,routing_nominal_history:seed98100000:epoch30,98100000,30,shift_-0.05,-0.05,98200014,1475466754.56656,0.43465045592705165,1291.0,0.10146955913226033
