training_seed,scenario,step,configured_horizon,horizon,rollout_seed_start,rollout_replications,candidate_index,candidate_label,total_cost,true_cost_advantage,completion_service_level,patients_lost,patient_ineligibility_during_manufacturing_rate
61,routing_persistent_hotspot_cluster2,37,4,4,99003700,3,3,specimen_transfer:+1x0.1,221142499.44902143,-110517.0399979055,0.5404355699580249,177.0,0.04357711254262978
61,routing_persistent_hotspot_cluster2,37,4,4,99003700,3,4,specimen_transfer:-1x0.1,221858287.0961604,-826304.6871368885,0.5404355699580249,178.33333333333334,0.04319818112921561
61,routing_persistent_hotspot_cluster2,37,remaining,15,99003710,3,0,mdl2,949885790.9056054,0.0,0.529484351986926,854.6666666666666,0.05141895827366461
61,routing_persistent_hotspot_cluster2,37,remaining,15,99003710,3,1,specimen_transfer:+1x0.05,951115206.646108,-1229415.740502596,0.5289063194966843,856.6666666666666,0.0525036929583746
61,routing_persistent_hotspot_cluster2,37,remaining,15,99003710,3,2,specimen_transfer:-1x0.05,948819082.023954,1066708.8816514015,0.5294825355428453,854.6666666666666,0.05131956995022959
61,routing_persistent_hotspot_cluster2,37,remaining,15,99003710,3,3,specimen_transfer:+1x0.1,951115206.646108,-1229415.740502596,0.5289063194966843,856.6666666666666,0.0525036929583746
61,routing_persistent_hotspot_cluster2,37,remaining,15,99003710,3,4,specimen_transfer:-1x0.1,948819082.023954,1066708.8816514015,0.5294825355428453,854.6666666666666,0.05131956995022959
61,routing_persistent_hotspot_cluster2,43,4,4,99004300,3,0,mdl2,279730993.00164646,0.0,0.5262062893178678,229.0,0.04531921931855772
61,routing_persistent_hotspot_cluster2,43,4,4,99004300,3,1,specimen_transfer:+1x0.05,280514091.7723978,-783098.7707513571,0.5250697746541143,230.0,0.04532421812942453
61,routing_persistent_hotspot_cluster2,43,4,4,99004300,3,2,specimen_transfer:-1x0.05,279506351.54806584,224641.4535806179,0.5256380319859911,228.33333333333334,0.04498842209725438
61,routing_persistent_hotspot_cluster2,43,4,4,99004300,3,3,specimen_transfer:+1x0.1,280613597.34054774,-882604.3389012814,0.5250697746541143,230.33333333333334,0.04532421812942453
61,routing_persistent_hotspot_cluster2,43,4,4,99004300,3,4,specimen_transfer:-1x0.1,279640195.3988524,90797.60279405117,0.52525919376474,228.33333333333334,0.044993384420450644
61,routing_persistent_hotspot_cluster2,43,remaining,9,99004310,3,0,mdl2,676558681.8483061,0.0,0.5184585587898582,644.3333333333334,0.052824650239493155
61,routing_persistent_hotspot_cluster2,43,remaining,9,99004310,3,1,specimen_transfer:+1x0.05,680082571.0671995,-3523889.218893409,0.5180054238459736,649.3333333333334,0.053629661593446586
61,routing_persistent_hotspot_cluster2,43,remaining,9,99004310,3,2,specimen_transfer:-1x0.05,676898506.3713123,-339824.5230062008,0.5185713028021386,644.6666666666666,0.05262606021094873
61,routing_persistent_hotspot_cluster2,43,remaining,9,99004310,3,3,specimen_transfer:+1x0.1,678887422.5785431,-2328740.730237007,0.518233001534763,647.6666666666666,0.05322727111879908
61,routing_persistent_hotspot_cluster2,43,remaining,9,99004310,3,4,specimen_transfer:-1x0.1,677430093.7650964,-871411.9167903662,0.5185139205791512,645.3333333333334,0.05272532564672399
61,routing_persistent_hotspot_cluster2,51,4,1,99005100,3,0,mdl2,77159080.93037716,0.0,0.5165506705143439,85.0,0.056102655923604895
61,routing_persistent_hotspot_cluster2,51,4,1,99005100,3,1,specimen_transfer:+1x0.05,78284919.28770539,-1125838.357328236,0.5165506705143439,87.0,0.056102655923604895
61,routing_persistent_hotspot_cluster2,51,4,1,99005100,3,2,specimen_transfer:-1x0.05,75884960.40833166,1274120.5220454931,0.5165506705143439,83.0,0.056102655923604895
61,routing_persistent_hotspot_cluster2,51,4,1,99005100,3,3,specimen_transfer:+1x0.1,78139230.19384992,-980149.2634727657,0.5165506705143439,87.0,0.056102655923604895
61,routing_persistent_hotspot_cluster2,51,4,1,99005100,3,4,specimen_transfer:-1x0.1,75588749.89384992,1570331.0365272313,0.5165506705143439,83.0,0.056102655923604895
61,routing_persistent_hotspot_cluster2,51,remaining,1,99005110,3,0,mdl2,77159080.93037716,0.0,0.5165506705143439,85.0,0.056102655923604895
61,routing_persistent_hotspot_cluster2,51,remaining,1,99005110,3,1,specimen_transfer:+1x0.05,78284919.28770539,-1125838.357328236,0.5165506705143439,87.0,0.056102655923604895
61,routing_persistent_hotspot_cluster2,51,remaining,1,99005110,3,2,specimen_transfer:-1x0.05,75884960.40833166,1274120.5220454931,0.5165506705143439,83.0,0.056102655923604895
61,routing_persistent_hotspot_cluster2,51,remaining,1,99005110,3,3,specimen_transfer:+1x0.1,78139230.19384992,-980149.2634727657,0.5165506705143439,87.0,0.056102655923604895
61,routing_persistent_hotspot_cluster2,51,remaining,1,99005110,3,4,specimen_transfer:-1x0.1,75588749.89384992,1570331.0365272313,0.5165506705143439,83.0,0.056102655923604895
62,routing_persistent_hotspot_cluster3,0,4,4,100000000,3,0,mdl2,16847932.940695647,0.0,0.20282045929422554,0.0,0.0
62,routing_persistent_hotspot_cluster3,0,4,4,100000000,3,1,specimen_transfer:+1x0.05,16847932.940695647,0.0,0.20282045929422554,0.0,0.0
62,routing_persistent_hotspot_cluster3,0,4,4,100000000,3,2,specimen_transfer:-1x0.05,16847932.940695647,0.0,0.20282045929422554,0.0,0.0
62,routing_persistent_hotspot_cluster3,0,4,4,100000000,3,3,specimen_transfer:+1x0.1,16847932.940695647,0.0,0.20282045929422554,0.0,0.0
62,routing_persistent_hotspot_cluster3,0,4,4,100000000,3,4,specimen_transfer:-1x0.1,16847932.940695647,0.0,0.20282045929422554,0.0,0.0
62,routing_persistent_hotspot_cluster3,0,remaining,52,100000010,3,0,mdl2,2611633456.092645,0.0,0.49407775275051863,2303.6666666666665,0.06566901347700214
62,routing_persistent_hotspot_cluster3,0,remaining,52,100000010,3,1,specimen_transfer:+1x0.05,2611633456.092645,0.0,0.49407775275051863,2303.6666666666665,0.06566901347700214
62,routing_persistent_hotspot_cluster3,0,remaining,52,100000010,3,2,specimen_transfer:-1x0.05,2611633456.092645,0.0,0.49407775275051863,2303.6666666666665,0.06566901347700214
62,routing_persistent_hotspot_cluster3,0,remaining,52,100000010,3,3,specimen_transfer:+1x0.1,2611633456.092645,0.0,0.49407775275051863,2303.6666666666665,0.06566901347700214
62,routing_persistent_hotspot_cluster3,0,remaining,52,100000010,3,4,specimen_transfer:-1x0.1,2611633456.092645,0.0,0.49407775275051863,2303.6666666666665,0.06566901347700214
62,routing_persistent_hotspot_cluster3,6,4,4,100000600,3,0,mdl2,94681752.04358132,0.0,0.44284520561692303,49.0,0.007079646017699115
62,routing_persistent_hotspot_cluster3,6,4,4,100000600,3,1,specimen_transfer:+1x0.05,92276955.95494647,2404796.0886348486,0.4438142323250564,46.333333333333336,0.007079646017699115
62,routing_persistent_hotspot_cluster3,6,4,4,100000600,3,2,specimen_transfer:-1x0.05,94212642.2980481,469109.7455332279,0.4418761789087897,47.666666666666664,0.005341250055505865
62,routing_persistent_hotspot_cluster3,6,4,4,100000600,3,3,specimen_transfer:+1x0.1,90248379.69743751,4433372.346143812,0.4438142323250564,43.666666666666664,0.007079646017699115
62,routing_persistent_hotspot_cluster3,6,4,4,100000600,3,4,specimen_transfer:-1x0.1,94664228.60763137,17523.43594995141,0.4389690987843898,47.0,0.0054086577552281525
62,routing_persistent_hotspot_cluster3,6,remaining,46,100000610,3,0,mdl2,2653048025.5167794,0.0,0.484317532961481,2399.0,0.07575585819093465
62,routing_persistent_hotspot_cluster3,6,remaining,46,100000610,3,1,specimen_transfer:+1x0.05,2653921049.1158314,-873023.5990519524,0.4839232980659216,2402.0,0.07676730331756025
62,routing_persistent_hotspot_cluster3,6,remaining,46,100000610,3,2,specimen_transfer:-1x0.05,2663646330.081966,-10598304.5651865,0.4817518310332058,2413.3333333333335,0.07626346906895737
62,routing_persistent_hotspot_cluster3,6,remaining,46,100000610,3,3,specimen_transfer:+1x0.1,2655957036.8892283,-2909011.372448921,0.4838154812261564,2402.3333333333335,0.07707495330165942
62,routing_persistent_hotspot_cluster3,6,remaining,46,100000610,3,4,specimen_transfer:-1x0.1,2706503413.7181015,-53455388.20132208,0.47259961608940326,2464.3333333333335,0.07920831428968861
62,routing_persistent_hotspot_cluster3,12,4,4,100001200,3,0,mdl2,174323726.50149572,0.0,0.4862271002403722,155.66666666666666,0.029535864978902954
62,routing_persistent_hotspot_cluster3,12,4,4,100001200,3,1,specimen_transfer:+1x0.05,174108782.53956822,214943.96192750335,0.48642863188083973,156.33333333333334,0.029535864978902954
62,routing_persistent_hotspot_cluster3,12,4,4,100001200,3,2,specimen_transfer:-1x0.05,175615962.46921346,-1292235.967717737,0.4862271002403722,158.33333333333334,0.03059071729957806
62,routing_persistent_hotspot_cluster3,12,4,4,100001200,3,3,specimen_transfer:+1x0.1,173565815.4098868,757911.0916089118,0.48742003336752454,156.66666666666666,0.028481012658227847
62,routing_persistent_hotspot_cluster3,12,4,4,100001200,3,4,specimen_transfer:-1x0.1,174687568.26764426,-363841.7661485374,0.4862271002403722,157.0,0.02988748241912799
62,routing_persistent_hotspot_cluster3,12,remaining,40,100001210,3,0,mdl2,2316871720.9006042,0.0,0.5000394778877246,2133.6666666666665,0.07232249930665392
62,routing_persistent_hotspot_cluster3,12,remaining,40,100001210,3,1,specimen_transfer:+1x0.05,2317040561.360193,-168840.45958852768,0.5001557028993471,2133.6666666666665,0.07221910807423045
62,routing_persistent_hotspot_cluster3,12,remaining,40,100001210,3,2,specimen_transfer:-1x0.05,2319917283.3417315,-3045562.4411273003,0.49832313610659823,2142.6666666666665,0.0735904651849492
62,routing_persistent_hotspot_cluster3,12,remaining,40,100001210,3,3,specimen_transfer:+1x0.1,2315072520.927075,1799199.9735293388,0.5007912754815734,2130.6666666666665,0.07119966789101305
62,routing_persistent_hotspot_cluster3,12,remaining,40,100001210,3,4,specimen_transfer:-1x0.1,2323516704.144056,-6644983.243451595,0.49719911893704377,2148.6666666666665,0.07404640383419607
62,routing_persistent_hotspot_cluster3,18,4,4,100001800,3,0,mdl2,175676180.82865193,0.0,0.5188906047849455,159.66666666666666,0.04354374017810372
62,routing_persistent_hotspot_cluster3,18,4,4,100001800,3,1,specimen_transfer:+1x0.05,174872835.29095164,803345.5377002954,0.5184428993450966,158.0,0.042814452501680395
62,routing_persistent_hotspot_cluster3,18,4,4,100001800,3,2,specimen_transfer:-1x0.05,177033272.59158137,-1357091.7629294395,0.5179951939052477,161.66666666666666,0.0435655832473239
62,routing_persistent_hotspot_cluster3,18,4,4,100001800,3,3,specimen_transfer:+1x0.1,173519078.28720182,2157102.541450113,0.5188906047849455,156.33333333333334,0.042063321756036866
62,routing_persistent_hotspot_cluster3,18,4,4,100001800,3,4,specimen_transfer:-1x0.1,179454623.2803781,-3778442.4517261684,0.5179951939052477,166.33333333333334,0.04359833147177042
62,routing_persistent_hotspot_cluster3,18,remaining,34,100001810,3,0,mdl2,1922328940.7584915,0.0,0.5087428642800492,1741.6666666666667,0.06863081214740217
62,routing_persistent_hotspot_cluster3,18,remaining,34,100001810,3,1,specimen_transfer:+1x0.05,1926438444.9323318,-4109504.1738402843,0.5082062619087807,1742.3333333333333,0.0688512563336594
62,routing_persistent_hotspot_cluster3,18,remaining,34,100001810,3,2,specimen_transfer:-1x0.05,1930257978.774943,-7929038.016451597,0.5066489937521642,1751.0,0.06980888016010485
62,routing_persistent_hotspot_cluster3,18,remaining,34,100001810,3,3,specimen_transfer:+1x0.1,1929551635.3894882,-7222694.630996704,0.5080248622293155,1743.3333333333333,0.06906390689712999
62,routing_persistent_hotspot_cluster3,18,remaining,34,100001810,3,4,specimen_transfer:-1x0.1,1924068189.896909,-1739249.1384174824,0.5070161742941692,1750.3333333333333,0.06968735771895279
62,routing_persistent_hotspot_cluster3,25,4,4,100002500,3,0,mdl2,192027284.23469403,0.0,0.515524237245634,151.66666666666666,0.04929971988795518
62,routing_persistent_hotspot_cluster3,25,4,4,100002500,3,1,specimen_transfer:+1x0.05,191537797.4406898,489486.7940042317,0.514873733476239,151.33333333333334,0.04929971988795518
62,routing_persistent_hotspot_cluster3,25,4,4,100002500,3,2,specimen_transfer:-1x0.05,194330286.2109319,-2303001.9762378633,0.514873733476239,156.33333333333334,0.04929971988795518
62,routing_persistent_hotspot_cluster3,25,4,4,100002500,3,3,specimen_transfer:+1x0.1,191374718.24659228,652565.9881017506,0.514873733476239,152.33333333333334,0.04929971988795518
62,routing_persistent_hotspot_cluster3,25,4,4,100002500,3,4,specimen_transfer:-1x0.1,197357630.18387398,-5330345.949179947,0.5140070528657762,162.33333333333334,0.049373483909534256
62,routing_persistent_hotspot_cluster3,25,remaining,27,100002510,3,0,mdl2,1629715362.831734,0.0,0.5102501811514922,1492.6666666666667,0.07162558779322124
62,routing_persistent_hotspot_cluster3,25,remaining,27,100002510,3,1,specimen_transfer:+1x0.05,1623153341.9988682,6562020.832865715,0.5121525152790509,1480.6666666666667,0.07067016167439187
62,routing_persistent_hotspot_cluster3,25,remaining,27,100002510,3,2,specimen_transfer:-1x0.05,1625628969.8142955,4086393.0174384117,0.5103144422062398,1491.6666666666667,0.07141934372259642
62,routing_persistent_hotspot_cluster3,25,remaining,27,100002510,3,3,specimen_transfer:+1x0.1,1625963615.788654,3751747.043079853,0.5117443265244176,1483.0,0.07138142297386384
62,routing_persistent_hotspot_cluster3,25,remaining,27,100002510,3,4,specimen_transfer:-1x0.1,1625053463.5217888,4661899.3099451065,0.5098489218584216,1494.6666666666667,0.07157601040151905
62,routing_persistent_hotspot_cluster3,31,4,4,100003100,3,0,mdl2,249645533.7909335,0.0,0.5293385180366021,266.0,0.058714748035136384
62,routing_persistent_hotspot_cluster3,31,4,4,100003100,3,1,specimen_transfer:+1x0.05,251105777.34969243,-1460243.5587589443,0.5285148585168357,268.3333333333333,0.06010171058714748
62,routing_persistent_hotspot_cluster3,31,4,4,100003100,3,2,specimen_transfer:-1x0.05,251574358.75444236,-1928824.9635088742,0.5286061577042728,269.6666666666667,0.058587609801202034
62,routing_persistent_hotspot_cluster3,31,4,4,100003100,3,3,specimen_transfer:+1x0.1,251361952.47455582,-1716418.6836223304,0.5285148585168357,269.0,0.06010171058714748
62,routing_persistent_hotspot_cluster3,31,4,4,100003100,3,4,specimen_transfer:-1x0.1,251854556.85187623,-2209023.0609427392,0.5286061577042728,270.3333333333333,0.05857861190927957
62,routing_persistent_hotspot_cluster3,31,remaining,21,100003110,3,0,mdl2,1188836420.007265,0.0,0.5167927767771952,1114.6666666666667,0.0704097646558834
62,routing_persistent_hotspot_cluster3,31,remaining,21,100003110,3,1,specimen_transfer:+1x0.05,1190524239.0293944,-1687819.0221292973,0.5163720822800699,1116.6666666666667,0.07113243699121787
62,routing_persistent_hotspot_cluster3,31,remaining,21,100003110,3,2,specimen_transfer:-1x0.05,1187937321.3894832,899098.6177818775,0.5167287288716979,1118.0,0.07073457847990942
62,routing_persistent_hotspot_cluster3,31,remaining,21,100003110,3,3,specimen_transfer:+1x0.1,1189764585.8931503,-928165.8858852386,0.5163720822800699,1116.0,0.07112523632161931
62,routing_persistent_hotspot_cluster3,31,remaining,21,100003110,3,4,specimen_transfer:-1x0.1,1187053456.7114248,1782963.2958402634,0.5166695957630704,1119.0,0.07083826071228293
62,routing_persistent_hotspot_cluster3,37,4,4,100003700,3,0,mdl2,191895573.32596874,0.0,0.5310670662226263,167.33333333333334,0.059566074950690336
62,routing_persistent_hotspot_cluster3,37,4,4,100003700,3,1,specimen_transfer:+1x0.05,191320243.06020093,575330.2657678127,0.5313000925790207,167.33333333333334,0.059566074950690336
62,routing_persistent_hotspot_cluster3,37,4,4,100003700,3,2,specimen_transfer:-1x0.05,193513245.47733393,-1617672.1513651907,0.5290465808763102,169.66666666666666,0.05946582719260718
62,routing_persistent_hotspot_cluster3,37,4,4,100003700,3,3,specimen_transfer:+1x0.1,191052901.5277218,842671.7982469499,0.5310670662226263,166.66666666666666,0.05996055226824457
62,routing_persistent_hotspot_cluster3,37,4,4,100003700,3,4,specimen_transfer:-1x0.1,195211594.72931385,-3316021.403345108,0.5281925577494758,171.66666666666666,0.05947512644035138
62,routing_persistent_hotspot_cluster3,37,remaining,15,100003710,3,0,mdl2,863594482.6644222,0.0,0.5164190769754625,759.6666666666666,0.0646017583844891
62,routing_persistent_hotspot_cluster3,37,remaining,15,100003710,3,1,specimen_transfer:+1x0.05,859743074.0472363,3851408.617185831,0.5174588251082338,759.0,0.06506678631597924
62,routing_persistent_hotspot_cluster3,37,remaining,15,100003710,3,2,specimen_transfer:-1x0.05,869108185.703847,-5513703.039424896,0.5151092284816611,769.6666666666666,0.06611077238801896
62,routing_persistent_hotspot_cluster3,37,remaining,15,100003710,3,3,specimen_transfer:+1x0.1,861246444.3020043,2348038.362417817,0.5169879935418416,760.6666666666666,0.06529589096370617
62,routing_persistent_hotspot_cluster3,37,remaining,15,100003710,3,4,specimen_transfer:-1x0.1,872220329.3897873,-8625846.725365162,0.5143348223997027,774.6666666666666,0.06718437779840918
62,routing_persistent_hotspot_cluster3,43,4,4,100004300,3,0,mdl2,224049258.46188864,0.0,0.5303653115662669,212.33333333333334,0.06552315608919383
62,routing_persistent_hotspot_cluster3,43,4,4,100004300,3,1,specimen_transfer:+1x0.05,223860184.14741838,189074.31447026134,0.529959678440786,212.66666666666666,0.06555314723513235
62,routing_persistent_hotspot_cluster3,43,4,4,100004300,3,2,specimen_transfer:-1x0.05,225392785.97570398,-1343527.5138153434,0.5301624950035264,216.0,0.065209937040184
62,routing_persistent_hotspot_cluster3,43,4,4,100004300,3,3,specimen_transfer:+1x0.1,224730239.11899295,-680980.6571043134,0.529959678440786,214.66666666666666,0.06589635743008068
62,routing_persistent_hotspot_cluster3,43,4,4,100004300,3,4,specimen_transfer:-1x0.1,226008018.7994783,-1958760.3375896513,0.5301624950035264,218.33333333333334,0.065209937040184
62,routing_persistent_hotspot_cluster3,43,remaining,9,100004310,3,0,mdl2,473401953.0294029,0.0,0.5299451595008239,426.0,0.0652556684702054
62,routing_persistent_hotspot_cluster3,43,remaining,9,100004310,3,1,specimen_transfer:+1x0.05,472214792.68158644,1187160.3478164673,0.5301872150707378,423.6666666666667,0.06494591110686417
62,routing_persistent_hotspot_cluster3,43,remaining,9,100004310,3,2,specimen_transfer:-1x0.05,473461767.0432246,-59814.01382166147,0.5298789342116508,427.3333333333333,0.0650698268441628
62,routing_persistent_hotspot_cluster3,43,remaining,9,100004310,3,3,specimen_transfer:+1x0.1,472473084.2621873,928868.7672156096,0.5298807062469938,424.6666666666667,0.0652556684702054
62,routing_persistent_hotspot_cluster3,43,remaining,9,100004310,3,4,specimen_transfer:-1x0.1,473567635.701276,-165682.67187309265,0.5296951774900366,430.0,0.0652833419599247
62,routing_persistent_hotspot_cluster3,51,4,1,100005100,3,0,mdl2,53958907.62256893,0.0,0.5302974660301139,50.0,0.06596469495199753
62,routing_persistent_hotspot_cluster3,51,4,1,100005100,3,1,specimen_transfer:+1x0.05,53562468.3294246,396439.2931443304,0.5302974660301139,50.0,0.06596469495199753
62,routing_persistent_hotspot_cluster3,51,4,1,100005100,3,2,specimen_transfer:-1x0.05,53062628.429424606,896279.1931443214,0.5302974660301139,49.0,0.06596469495199753
62,routing_persistent_hotspot_cluster3,51,4,1,100005100,3,3,specimen_transfer:+1x0.1,52116370.91842554,1842536.70414339,0.5302974660301139,48.0,0.06596469495199753
62,routing_persistent_hotspot_cluster3,51,4,1,100005100,3,4,specimen_transfer:-1x0.1,51715480.51684421,2243427.1057247147,0.5302974660301139,47.0,0.06598513011152417
62,routing_persistent_hotspot_cluster3,51,remaining,1,100005110,3,0,mdl2,53958907.62256893,0.0,0.5302974660301139,50.0,0.06596469495199753
62,routing_persistent_hotspot_cluster3,51,remaining,1,100005110,3,1,specimen_transfer:+1x0.05,53562468.3294246,396439.2931443304,0.5302974660301139,50.0,0.06596469495199753
62,routing_persistent_hotspot_cluster3,51,remaining,1,100005110,3,2,specimen_transfer:-1x0.05,53062628.429424606,896279.1931443214,0.5302974660301139,49.0,0.06596469495199753
62,routing_persistent_hotspot_cluster3,51,remaining,1,100005110,3,3,specimen_transfer:+1x0.1,52116370.91842554,1842536.70414339,0.5302974660301139,48.0,0.06596469495199753
62,routing_persistent_hotspot_cluster3,51,remaining,1,100005110,3,4,specimen_transfer:-1x0.1,51715480.51684421,2243427.1057247147,0.5302974660301139,47.0,0.06598513011152417
