role,checkpoint_variant,training_seed,scenario,step,configured_horizon,candidate_index,candidate_label,executed_action_id,policy_executed_action_id,policy_candidate_index,true_cost_advantage,true_best_index,critic_q,critic_best_index,gradient_score,gradient_best_index,policy_linf_to_candidate
candidate,pretrain,60,routing_persistent_hotspot_cluster1,25,remaining,0,mdl2,d2c8dbd11145a167,0539b45cc97b2c96,-1,0.0,1,-0.5671862363815308,4,-0.00047120789531618357,4,0.020333262160420418
candidate,pretrain,60,routing_persistent_hotspot_cluster1,25,remaining,1,specimen_transfer:+1x0.05,53c137a3cef4487d,0539b45cc97b2c96,-1,2139447.9089496136,1,-0.56695556640625,4,-0.0005869482993148267,4,0.047864772379398346
candidate,pretrain,60,routing_persistent_hotspot_cluster1,25,remaining,2,specimen_transfer:-1x0.05,a38d86182b1dd64a,0539b45cc97b2c96,-1,364097.10836315155,1,-0.5671951174736023,4,-0.00035546720027923584,4,0.06767745316028595
candidate,pretrain,60,routing_persistent_hotspot_cluster1,25,remaining,3,specimen_transfer:+1x0.1,b1222da5588bc7c2,0539b45cc97b2c96,-1,2058949.814934492,1,-0.5672563314437866,4,-0.0007026884704828262,4,0.09541378915309906
candidate,pretrain,60,routing_persistent_hotspot_cluster1,25,remaining,4,specimen_transfer:-1x0.1,7e7729443b85f9a6,0539b45cc97b2c96,-1,-1137204.7756211758,1,-0.566650390625,4,-0.00023972755298018456,4,0.11571667343378067
candidate,pretrain,60,routing_persistent_hotspot_cluster1,31,4,0,mdl2,99bd2d5e2f258026,76de76dabe555386,-1,0.0,3,-0.6497867107391357,3,-0.0016832215478643775,3,0.052400317043066025
candidate,pretrain,60,routing_persistent_hotspot_cluster1,31,4,1,specimen_transfer:+1x0.05,0baf42ceb1eab94f,76de76dabe555386,-1,2390414.740946889,3,-0.6477143168449402,3,0.0002013508346863091,3,0.039437323808670044
candidate,pretrain,60,routing_persistent_hotspot_cluster1,31,4,2,specimen_transfer:-1x0.05,c82604734c035c8f,76de76dabe555386,-1,477325.7607047558,3,-0.6515682339668274,3,-0.003567793872207403,3,0.08451122790575027
candidate,pretrain,60,routing_persistent_hotspot_cluster1,31,4,3,specimen_transfer:+1x0.1,c0950aa5ed2e563f,76de76dabe555386,-1,2575140.7114994526,3,-0.6464234590530396,3,0.0020859234500676394,3,0.078703872859478
candidate,pretrain,60,routing_persistent_hotspot_cluster1,31,4,4,specimen_transfer:-1x0.1,a909f80754504708,76de76dabe555386,-1,698151.56656304,3,-0.652856171131134,3,-0.005452366545796394,3,0.12261836975812912
candidate,pretrain,60,routing_persistent_hotspot_cluster1,31,remaining,0,mdl2,99bd2d5e2f258026,76de76dabe555386,-1,0.0,3,-0.6497867107391357,3,-0.0016832215478643775,3,0.052400317043066025
candidate,pretrain,60,routing_persistent_hotspot_cluster1,31,remaining,1,specimen_transfer:+1x0.05,0baf42ceb1eab94f,76de76dabe555386,-1,3767328.8533320427,3,-0.6477143168449402,3,0.0002013508346863091,3,0.039437323808670044
candidate,pretrain,60,routing_persistent_hotspot_cluster1,31,remaining,2,specimen_transfer:-1x0.05,c82604734c035c8f,76de76dabe555386,-1,-1787640.5265533924,3,-0.6515682339668274,3,-0.003567793872207403,3,0.08451122790575027
candidate,pretrain,60,routing_persistent_hotspot_cluster1,31,remaining,3,specimen_transfer:+1x0.1,c0950aa5ed2e563f,76de76dabe555386,-1,4927622.263035774,3,-0.6464234590530396,3,0.0020859234500676394,3,0.078703872859478
candidate,pretrain,60,routing_persistent_hotspot_cluster1,31,remaining,4,specimen_transfer:-1x0.1,a909f80754504708,76de76dabe555386,-1,-3023592.4287035465,3,-0.652856171131134,3,-0.005452366545796394,3,0.12261836975812912
candidate,pretrain,60,routing_persistent_hotspot_cluster1,37,4,0,mdl2,a51f9dbc2a10ba4b,a01ab85962d78de0,-1,0.0,3,-0.43546169996261597,4,0.0011875088093802333,4,0.0541185699403286
candidate,pretrain,60,routing_persistent_hotspot_cluster1,37,4,1,specimen_transfer:+1x0.05,45637defabe96a1b,a01ab85962d78de0,-1,988459.36175704,3,-0.4355989694595337,4,0.0011303657665848732,4,0.0385342612862587
candidate,pretrain,60,routing_persistent_hotspot_cluster1,37,4,2,specimen_transfer:-1x0.05,acae59a7cb16e290,a01ab85962d78de0,-1,-105185.75543141365,3,-0.43540358543395996,4,0.0012446516193449497,4,0.08121607452630997
candidate,pretrain,60,routing_persistent_hotspot_cluster1,37,4,3,specimen_transfer:+1x0.1,f9126f61041e82b9,a01ab85962d78de0,-1,1311075.7504312098,3,-0.43581050634384155,4,0.001073222840204835,4,0.07917216420173645
candidate,pretrain,60,routing_persistent_hotspot_cluster1,37,4,4,specimen_transfer:-1x0.1,a11f7fc1e0b107bf,a01ab85962d78de0,-1,-60305.59052658081,3,-0.435322105884552,4,0.0013017941964790225,4,0.12082783877849579
candidate,pretrain,60,routing_persistent_hotspot_cluster1,37,remaining,0,mdl2,a51f9dbc2a10ba4b,a01ab85962d78de0,-1,0.0,3,-0.43546169996261597,4,0.0011875088093802333,4,0.0541185699403286
candidate,pretrain,60,routing_persistent_hotspot_cluster1,37,remaining,1,specimen_transfer:+1x0.05,45637defabe96a1b,a01ab85962d78de0,-1,1099767.3199089766,3,-0.4355989694595337,4,0.0011303657665848732,4,0.0385342612862587
candidate,pretrain,60,routing_persistent_hotspot_cluster1,37,remaining,2,specimen_transfer:-1x0.05,acae59a7cb16e290,a01ab85962d78de0,-1,904137.9373935461,3,-0.43540358543395996,4,0.0012446516193449497,4,0.08121607452630997
candidate,pretrain,60,routing_persistent_hotspot_cluster1,37,remaining,3,specimen_transfer:+1x0.1,f9126f61041e82b9,a01ab85962d78de0,-1,1788107.2806797028,3,-0.43581050634384155,4,0.001073222840204835,4,0.07917216420173645
candidate,pretrain,60,routing_persistent_hotspot_cluster1,37,remaining,4,specimen_transfer:-1x0.1,a11f7fc1e0b107bf,a01ab85962d78de0,-1,857825.6142653227,3,-0.435322105884552,4,0.0013017941964790225,4,0.12082783877849579
candidate,pretrain,60,routing_persistent_hotspot_cluster1,43,4,0,mdl2,8cb5903aaf52eb69,983b8e271832a63d,-1,0.0,0,-0.3178898096084595,4,-7.390501559711993e-05,4,0.04016537219285965
candidate,pretrain,60,routing_persistent_hotspot_cluster1,43,4,1,specimen_transfer:+1x0.05,5157e99fbae85454,983b8e271832a63d,-1,-333610.9319534302,0,-0.3178504407405853,4,-8.135721873259172e-05,4,0.03084333799779415
candidate,pretrain,60,routing_persistent_hotspot_cluster1,43,4,2,specimen_transfer:-1x0.05,ad6ed379f1410745,983b8e271832a63d,-1,-982276.4847935736,0,-0.3179769515991211,4,-6.645265966653824e-05,4,0.07253986597061157
candidate,pretrain,60,routing_persistent_hotspot_cluster1,43,4,3,specimen_transfer:+1x0.1,174e127e7bfcf40c,983b8e271832a63d,-1,-96187.28356844187,0,-0.31795746088027954,4,-8.880956738721579e-05,4,0.0774601399898529
candidate,pretrain,60,routing_persistent_hotspot_cluster1,43,4,4,specimen_transfer:-1x0.1,de94051b6cab385b,983b8e271832a63d,-1,-478250.371794045,0,-0.3178497850894928,4,-5.900056567043066e-05,4,0.12253986299037933
candidate,pretrain,60,routing_persistent_hotspot_cluster1,43,remaining,0,mdl2,8cb5903aaf52eb69,983b8e271832a63d,-1,0.0,0,-0.3178898096084595,4,-7.390501559711993e-05,4,0.04016537219285965
candidate,pretrain,60,routing_persistent_hotspot_cluster1,43,remaining,1,specimen_transfer:+1x0.05,5157e99fbae85454,983b8e271832a63d,-1,-1216599.5147042274,0,-0.3178504407405853,4,-8.135721873259172e-05,4,0.03084333799779415
candidate,pretrain,60,routing_persistent_hotspot_cluster1,43,remaining,2,specimen_transfer:-1x0.05,ad6ed379f1410745,983b8e271832a63d,-1,-1014766.4071063399,0,-0.3179769515991211,4,-6.645265966653824e-05,4,0.07253986597061157
candidate,pretrain,60,routing_persistent_hotspot_cluster1,43,remaining,3,specimen_transfer:+1x0.1,174e127e7bfcf40c,983b8e271832a63d,-1,-821719.284034133,0,-0.31795746088027954,4,-8.880956738721579e-05,4,0.0774601399898529
candidate,pretrain,60,routing_persistent_hotspot_cluster1,43,remaining,4,specimen_transfer:-1x0.1,de94051b6cab385b,983b8e271832a63d,-1,-1264483.8997291327,0,-0.3178497850894928,4,-5.900056567043066e-05,4,0.12253986299037933
candidate,pretrain,60,routing_persistent_hotspot_cluster1,51,4,0,mdl2,f37d31e25bb7a669,168c2d5b00a214ca,-1,0.0,3,-0.27591970562934875,3,-0.0007012207061052322,3,0.040818337351083755
candidate,pretrain,60,routing_persistent_hotspot_cluster1,51,4,1,specimen_transfer:+1x0.05,3173b606f6a137f2,168c2d5b00a214ca,-1,247415.84696940333,3,-0.27579057216644287,3,-0.0005412616301327944,3,0.032159220427274704
candidate,pretrain,60,routing_persistent_hotspot_cluster1,51,4,2,specimen_transfer:-1x0.05,712c4c36e0bff96b,168c2d5b00a214ca,-1,-402744.25303059816,3,-0.276048868894577,3,-0.0008611796656623483,3,0.07277657091617584
candidate,pretrain,60,routing_persistent_hotspot_cluster1,51,4,3,specimen_transfer:+1x0.1,b551bf4df86c5bda,168c2d5b00a214ca,-1,1043963.1559546739,3,-0.27555298805236816,3,-0.0003813026996795088,3,0.07722343504428864
candidate,pretrain,60,routing_persistent_hotspot_cluster1,51,4,4,specimen_transfer:-1x0.1,0f16af0645a84b6f,168c2d5b00a214ca,-1,-705876.7440453097,3,-0.27629339694976807,3,-0.0010211386252194643,3,0.1227765679359436
candidate,pretrain,60,routing_persistent_hotspot_cluster1,51,remaining,0,mdl2,f37d31e25bb7a669,168c2d5b00a214ca,-1,0.0,3,-0.27591970562934875,3,-0.0007012207061052322,3,0.040818337351083755
candidate,pretrain,60,routing_persistent_hotspot_cluster1,51,remaining,1,specimen_transfer:+1x0.05,3173b606f6a137f2,168c2d5b00a214ca,-1,247415.84696940333,3,-0.27579057216644287,3,-0.0005412616301327944,3,0.032159220427274704
candidate,pretrain,60,routing_persistent_hotspot_cluster1,51,remaining,2,specimen_transfer:-1x0.05,712c4c36e0bff96b,168c2d5b00a214ca,-1,-402744.25303059816,3,-0.276048868894577,3,-0.0008611796656623483,3,0.07277657091617584
candidate,pretrain,60,routing_persistent_hotspot_cluster1,51,remaining,3,specimen_transfer:+1x0.1,b551bf4df86c5bda,168c2d5b00a214ca,-1,1043963.1559546739,3,-0.27555298805236816,3,-0.0003813026996795088,3,0.07722343504428864
candidate,pretrain,60,routing_persistent_hotspot_cluster1,51,remaining,4,specimen_transfer:-1x0.1,0f16af0645a84b6f,168c2d5b00a214ca,-1,-705876.7440453097,3,-0.27629339694976807,3,-0.0010211386252194643,3,0.1227765679359436
candidate,episode25,60,routing_persistent_hotspot_cluster1,0,4,0,mdl2,f3120f7372f25dfd,f3120f7372f25dfd,0,0.0,0,-0.3694707751274109,3,0.0,3,0.0
candidate,episode25,60,routing_persistent_hotspot_cluster1,0,4,1,specimen_transfer:+1x0.05,dc6dc36aa62127be,f3120f7372f25dfd,0,0.0,0,-0.3693726658821106,3,2.7737230993807316e-05,3,0.05000000447034836
candidate,episode25,60,routing_persistent_hotspot_cluster1,0,4,2,specimen_transfer:-1x0.05,beee58469efc390e,f3120f7372f25dfd,0,0.0,0,-0.36956894397735596,3,-2.7737230993807316e-05,3,0.05000000074505806
candidate,episode25,60,routing_persistent_hotspot_cluster1,0,4,3,specimen_transfer:+1x0.1,5320dc19d3b8ec81,f3120f7372f25dfd,0,0.0,0,-0.36930060386657715,3,5.547440377995372e-05,3,0.10000000894069672
candidate,episode25,60,routing_persistent_hotspot_cluster1,0,4,4,specimen_transfer:-1x0.1,2e563137a7e37654,f3120f7372f25dfd,0,0.0,0,-0.3696671724319458,3,-5.5474520195275545e-05,3,0.10000000149011612
candidate,episode25,60,routing_persistent_hotspot_cluster1,0,remaining,0,mdl2,f3120f7372f25dfd,f3120f7372f25dfd,0,0.0,0,-0.3694707751274109,3,0.0,3,0.0
candidate,episode25,60,routing_persistent_hotspot_cluster1,0,remaining,1,specimen_transfer:+1x0.05,dc6dc36aa62127be,f3120f7372f25dfd,0,0.0,0,-0.3693726658821106,3,2.7737230993807316e-05,3,0.05000000447034836
candidate,episode25,60,routing_persistent_hotspot_cluster1,0,remaining,2,specimen_transfer:-1x0.05,beee58469efc390e,f3120f7372f25dfd,0,0.0,0,-0.36956894397735596,3,-2.7737230993807316e-05,3,0.05000000074505806
candidate,episode25,60,routing_persistent_hotspot_cluster1,0,remaining,3,specimen_transfer:+1x0.1,5320dc19d3b8ec81,f3120f7372f25dfd,0,0.0,0,-0.36930060386657715,3,5.547440377995372e-05,3,0.10000000894069672
candidate,episode25,60,routing_persistent_hotspot_cluster1,0,remaining,4,specimen_transfer:-1x0.1,2e563137a7e37654,f3120f7372f25dfd,0,0.0,0,-0.3696671724319458,3,-5.5474520195275545e-05,3,0.10000000149011612
candidate,episode25,60,routing_persistent_hotspot_cluster1,6,4,0,mdl2,06718b61e3f46d75,06718b61e3f46d75,0,0.0,3,-1.5426738262176514,3,0.0,3,0.0
candidate,episode25,60,routing_persistent_hotspot_cluster1,6,4,1,specimen_transfer:+1x0.05,c25379922d61431c,06718b61e3f46d75,0,1184603.3424310386,3,-1.543018102645874,3,2.1462852600961924e-05,3,0.05000000074505806
candidate,episode25,60,routing_persistent_hotspot_cluster1,6,4,2,specimen_transfer:-1x0.05,40b568be3ff95b7c,06718b61e3f46d75,0,-277241.48847156763,3,-1.5422626733779907,3,-2.1463085431605577e-05,3,0.05000000074505806
candidate,episode25,60,routing_persistent_hotspot_cluster1,6,4,3,specimen_transfer:+1x0.1,4cd0a6ba61ec5518,06718b61e3f46d75,0,1843803.9121707678,3,-1.54160737991333,3,4.2926170863211155e-05,3,0.10000000149011612
candidate,episode25,60,routing_persistent_hotspot_cluster1,6,4,4,specimen_transfer:-1x0.1,75cdbd8aa21b44d6,06718b61e3f46d75,0,243052.3102708757,3,-1.543513298034668,3,-4.292558878660202e-05,3,0.10000000149011612
candidate,episode25,60,routing_persistent_hotspot_cluster1,6,remaining,0,mdl2,06718b61e3f46d75,06718b61e3f46d75,0,0.0,0,-1.5426738262176514,3,0.0,3,0.0
candidate,episode25,60,routing_persistent_hotspot_cluster1,6,remaining,1,specimen_transfer:+1x0.05,c25379922d61431c,06718b61e3f46d75,0,-3226020.7428512573,0,-1.543018102645874,3,2.1462852600961924e-05,3,0.05000000074505806
candidate,episode25,60,routing_persistent_hotspot_cluster1,6,remaining,2,specimen_transfer:-1x0.05,40b568be3ff95b7c,06718b61e3f46d75,0,-4543505.9655947685,0,-1.5422626733779907,3,-2.1463085431605577e-05,3,0.05000000074505806
candidate,episode25,60,routing_persistent_hotspot_cluster1,6,remaining,3,specimen_transfer:+1x0.1,4cd0a6ba61ec5518,06718b61e3f46d75,0,-7240593.3448290825,0,-1.54160737991333,3,4.2926170863211155e-05,3,0.10000000149011612
candidate,episode25,60,routing_persistent_hotspot_cluster1,6,remaining,4,specimen_transfer:-1x0.1,75cdbd8aa21b44d6,06718b61e3f46d75,0,-8958140.119009972,0,-1.543513298034668,3,-4.292558878660202e-05,3,0.10000000149011612
candidate,episode25,60,routing_persistent_hotspot_cluster1,12,4,0,mdl2,d685d32f6c2e567a,d685d32f6c2e567a,0,0.0,3,-2.201329231262207,3,0.0,3,0.0
candidate,episode25,60,routing_persistent_hotspot_cluster1,12,4,1,specimen_transfer:+1x0.05,363b5856c57c75a6,d685d32f6c2e567a,0,1989664.6847388744,3,-2.198867082595825,3,0.0022245647851377726,3,0.05000000074505806
candidate,episode25,60,routing_persistent_hotspot_cluster1,12,4,2,specimen_transfer:-1x0.05,b20595646c0c939c,d685d32f6c2e567a,0,-1220240.761344254,3,-2.203700542449951,3,-0.002224564552307129,3,0.05000000074505806
candidate,episode25,60,routing_persistent_hotspot_cluster1,12,4,3,specimen_transfer:+1x0.1,258eaf1ba1cc0415,d685d32f6c2e567a,0,5623750.760056883,3,-2.1968941688537598,3,0.004449129104614258,3,0.10000000149011612
candidate,episode25,60,routing_persistent_hotspot_cluster1,12,4,4,specimen_transfer:-1x0.1,9239e6834dda0be5,d685d32f6c2e567a,0,-406955.3659223318,3,-2.205482244491577,3,-0.0044491286389529705,3,0.10000000149011612
candidate,episode25,60,routing_persistent_hotspot_cluster1,12,remaining,0,mdl2,d685d32f6c2e567a,d685d32f6c2e567a,0,0.0,4,-2.201329231262207,3,0.0,3,0.0
candidate,episode25,60,routing_persistent_hotspot_cluster1,12,remaining,1,specimen_transfer:+1x0.05,363b5856c57c75a6,d685d32f6c2e567a,0,1998011.123052597,4,-2.198867082595825,3,0.0022245647851377726,3,0.05000000074505806
candidate,episode25,60,routing_persistent_hotspot_cluster1,12,remaining,2,specimen_transfer:-1x0.05,b20595646c0c939c,d685d32f6c2e567a,0,5454283.388300419,4,-2.203700542449951,3,-0.002224564552307129,3,0.05000000074505806
candidate,episode25,60,routing_persistent_hotspot_cluster1,12,remaining,3,specimen_transfer:+1x0.1,258eaf1ba1cc0415,d685d32f6c2e567a,0,2536538.5039014816,4,-2.1968941688537598,3,0.004449129104614258,3,0.10000000149011612
candidate,episode25,60,routing_persistent_hotspot_cluster1,12,remaining,4,specimen_transfer:-1x0.1,9239e6834dda0be5,d685d32f6c2e567a,0,6922214.241900444,4,-2.205482244491577,3,-0.0044491286389529705,3,0.10000000149011612
candidate,episode25,60,routing_persistent_hotspot_cluster1,18,4,0,mdl2,8d645b30efef012f,8d645b30efef012f,0,0.0,3,-1.8628430366516113,3,0.0,3,0.0
candidate,episode25,60,routing_persistent_hotspot_cluster1,18,4,1,specimen_transfer:+1x0.05,667f54db89876634,8d645b30efef012f,0,2153224.403139323,3,-1.8620214462280273,3,0.0006966898217797279,3,0.05000000074505806
candidate,episode25,60,routing_persistent_hotspot_cluster1,18,4,2,specimen_transfer:-1x0.05,0f03c118acfe7ce5,8d645b30efef012f,0,-1553769.3150782883,3,-1.863664984703064,3,-0.0006966898217797279,3,0.05000000074505806
candidate,episode25,60,routing_persistent_hotspot_cluster1,18,4,3,specimen_transfer:+1x0.1,71ca1d53abe427d7,8d645b30efef012f,0,3636309.1681914628,3,-1.8617303371429443,3,0.0013933796435594559,3,0.10000000149011612
candidate,episode25,60,routing_persistent_hotspot_cluster1,18,4,4,specimen_transfer:-1x0.1,1f56eb209ac9d3b1,8d645b30efef012f,0,-1648784.7193622887,3,-1.8639612197875977,3,-0.0013933796435594559,3,0.10000000149011612
candidate,episode25,60,routing_persistent_hotspot_cluster1,18,remaining,0,mdl2,8d645b30efef012f,8d645b30efef012f,0,0.0,3,-1.8628430366516113,3,0.0,3,0.0
candidate,episode25,60,routing_persistent_hotspot_cluster1,18,remaining,1,specimen_transfer:+1x0.05,667f54db89876634,8d645b30efef012f,0,2886831.502090454,3,-1.8620214462280273,3,0.0006966898217797279,3,0.05000000074505806
candidate,episode25,60,routing_persistent_hotspot_cluster1,18,remaining,2,specimen_transfer:-1x0.05,0f03c118acfe7ce5,8d645b30efef012f,0,1851728.0673270226,3,-1.863664984703064,3,-0.0006966898217797279,3,0.05000000074505806
candidate,episode25,60,routing_persistent_hotspot_cluster1,18,remaining,3,specimen_transfer:+1x0.1,71ca1d53abe427d7,8d645b30efef012f,0,5134376.361310959,3,-1.8617303371429443,3,0.0013933796435594559,3,0.10000000149011612
candidate,episode25,60,routing_persistent_hotspot_cluster1,18,remaining,4,specimen_transfer:-1x0.1,1f56eb209ac9d3b1,8d645b30efef012f,0,2927299.990114689,3,-1.8639612197875977,3,-0.0013933796435594559,3,0.10000000149011612
candidate,episode25,60,routing_persistent_hotspot_cluster1,25,4,0,mdl2,d2c8dbd11145a167,0539b45cc97b2c96,-1,0.0,1,-1.3942245244979858,4,0.0006315463688224554,4,0.020306410267949104
candidate,episode25,60,routing_persistent_hotspot_cluster1,25,4,1,specimen_transfer:+1x0.05,53c137a3cef4487d,0539b45cc97b2c96,-1,2318355.2234565318,1,-1.3946239948272705,4,7.409113459289074e-05,4,0.04795290529727936
candidate,episode25,60,routing_persistent_hotspot_cluster1,25,4,2,specimen_transfer:-1x0.05,a38d86182b1dd64a,0539b45cc97b2c96,-1,-3379374.6595503986,1,-1.3936514854431152,4,0.0011890024179592729,4,0.06778103858232498
candidate,episode25,60,routing_persistent_hotspot_cluster1,25,4,3,specimen_transfer:+1x0.1,b1222da5588bc7c2,0539b45cc97b2c96,-1,2184393.7151937485,1,-1.3956232070922852,4,-0.0004833652637898922,4,0.09550192207098007
candidate,episode25,60,routing_persistent_hotspot_cluster1,25,4,4,specimen_transfer:-1x0.1,7e7729443b85f9a6,0539b45cc97b2c96,-1,-3742322.162426114,1,-1.3926525115966797,4,0.0017464589327573776,4,0.1158202588558197
candidate,episode25,60,routing_persistent_hotspot_cluster1,25,remaining,0,mdl2,d2c8dbd11145a167,0539b45cc97b2c96,-1,0.0,1,-1.3942245244979858,4,0.0006315463688224554,4,0.020306410267949104
candidate,episode25,60,routing_persistent_hotspot_cluster1,25,remaining,1,specimen_transfer:+1x0.05,53c137a3cef4487d,0539b45cc97b2c96,-1,2139447.9089496136,1,-1.3946239948272705,4,7.409113459289074e-05,4,0.04795290529727936
candidate,episode25,60,routing_persistent_hotspot_cluster1,25,remaining,2,specimen_transfer:-1x0.05,a38d86182b1dd64a,0539b45cc97b2c96,-1,364097.10836315155,1,-1.3936514854431152,4,0.0011890024179592729,4,0.06778103858232498
candidate,episode25,60,routing_persistent_hotspot_cluster1,25,remaining,3,specimen_transfer:+1x0.1,b1222da5588bc7c2,0539b45cc97b2c96,-1,2058949.814934492,1,-1.3956232070922852,4,-0.0004833652637898922,4,0.09550192207098007
candidate,episode25,60,routing_persistent_hotspot_cluster1,25,remaining,4,specimen_transfer:-1x0.1,7e7729443b85f9a6,0539b45cc97b2c96,-1,-1137204.7756211758,1,-1.3926525115966797,4,0.0017464589327573776,4,0.1158202588558197
candidate,episode25,60,routing_persistent_hotspot_cluster1,31,4,0,mdl2,99bd2d5e2f258026,76de76dabe555386,-1,0.0,3,-1.0289394855499268,3,-0.003002464771270752,3,0.0524703748524189
candidate,episode25,60,routing_persistent_hotspot_cluster1,31,4,1,specimen_transfer:+1x0.05,0baf42ceb1eab94f,76de76dabe555386,-1,2390414.740946889,3,-1.0261129140853882,3,-0.0006085503846406937,3,0.03939894959330559
candidate,episode25,60,routing_persistent_hotspot_cluster1,31,4,2,specimen_transfer:-1x0.05,c82604734c035c8f,76de76dabe555386,-1,477325.7607047558,3,-1.031268835067749,3,-0.005396378692239523,3,0.08458128571510315
candidate,episode25,60,routing_persistent_hotspot_cluster1,31,4,3,specimen_transfer:+1x0.1,c0950aa5ed2e563f,76de76dabe555386,-1,2575140.7114994526,3,-1.0247507095336914,3,0.0017853633034974337,3,0.07866549491882324
candidate,episode25,60,routing_persistent_hotspot_cluster1,31,4,4,specimen_transfer:-1x0.1,a909f80754504708,76de76dabe555386,-1,698151.56656304,3,-1.032652735710144,3,-0.007790292613208294,3,0.12267539650201797
candidate,episode25,60,routing_persistent_hotspot_cluster1,31,remaining,0,mdl2,99bd2d5e2f258026,76de76dabe555386,-1,0.0,3,-1.0289394855499268,3,-0.003002464771270752,3,0.0524703748524189
candidate,episode25,60,routing_persistent_hotspot_cluster1,31,remaining,1,specimen_transfer:+1x0.05,0baf42ceb1eab94f,76de76dabe555386,-1,3767328.8533320427,3,-1.0261129140853882,3,-0.0006085503846406937,3,0.03939894959330559
candidate,episode25,60,routing_persistent_hotspot_cluster1,31,remaining,2,specimen_transfer:-1x0.05,c82604734c035c8f,76de76dabe555386,-1,-1787640.5265533924,3,-1.031268835067749,3,-0.005396378692239523,3,0.08458128571510315
candidate,episode25,60,routing_persistent_hotspot_cluster1,31,remaining,3,specimen_transfer:+1x0.1,c0950aa5ed2e563f,76de76dabe555386,-1,4927622.263035774,3,-1.0247507095336914,3,0.0017853633034974337,3,0.07866549491882324
candidate,episode25,60,routing_persistent_hotspot_cluster1,31,remaining,4,specimen_transfer:-1x0.1,a909f80754504708,76de76dabe555386,-1,-3023592.4287035465,3,-1.032652735710144,3,-0.007790292613208294,3,0.12267539650201797
candidate,episode25,60,routing_persistent_hotspot_cluster1,37,4,0,mdl2,a51f9dbc2a10ba4b,d2ffe5513e117e2f,-1,0.0,3,-0.43125438690185547,3,-0.00046026206109672785,3,0.05408243089914322
candidate,episode25,60,routing_persistent_hotspot_cluster1,37,4,1,specimen_transfer:+1x0.05,45637defabe96a1b,d2ffe5513e117e2f,-1,988459.36175704,3,-0.430958092212677,3,-0.00014020747039467096,3,0.0385822057723999
candidate,episode25,60,routing_persistent_hotspot_cluster1,37,4,2,specimen_transfer:-1x0.05,acae59a7cb16e290,d2ffe5513e117e2f,-1,-105185.75543141365,3,-0.4314623475074768,3,-0.0007803164189681411,3,0.08117993921041489
candidate,episode25,60,routing_persistent_hotspot_cluster1,37,4,3,specimen_transfer:+1x0.1,f9126f61041e82b9,d2ffe5513e117e2f,-1,1311075.7504312098,3,-0.43057912588119507,3,0.00017984697478823364,3,0.07916376739740372
candidate,episode25,60,routing_persistent_hotspot_cluster1,37,4,4,specimen_transfer:-1x0.1,a11f7fc1e0b107bf,d2ffe5513e117e2f,-1,-60305.59052658081,3,-0.4316215515136719,3,-0.0011003706604242325,3,0.12083623558282852
candidate,episode25,60,routing_persistent_hotspot_cluster1,37,remaining,0,mdl2,a51f9dbc2a10ba4b,d2ffe5513e117e2f,-1,0.0,3,-0.43125438690185547,3,-0.00046026206109672785,3,0.05408243089914322
candidate,episode25,60,routing_persistent_hotspot_cluster1,37,remaining,1,specimen_transfer:+1x0.05,45637defabe96a1b,d2ffe5513e117e2f,-1,1099767.3199089766,3,-0.430958092212677,3,-0.00014020747039467096,3,0.0385822057723999
candidate,episode25,60,routing_persistent_hotspot_cluster1,37,remaining,2,specimen_transfer:-1x0.05,acae59a7cb16e290,d2ffe5513e117e2f,-1,904137.9373935461,3,-0.4314623475074768,3,-0.0007803164189681411,3,0.08117993921041489
candidate,episode25,60,routing_persistent_hotspot_cluster1,37,remaining,3,specimen_transfer:+1x0.1,f9126f61041e82b9,d2ffe5513e117e2f,-1,1788107.2806797028,3,-0.43057912588119507,3,0.00017984697478823364,3,0.07916376739740372
candidate,episode25,60,routing_persistent_hotspot_cluster1,37,remaining,4,specimen_transfer:-1x0.1,a11f7fc1e0b107bf,d2ffe5513e117e2f,-1,857825.6142653227,3,-0.4316215515136719,3,-0.0011003706604242325,3,0.12083623558282852
candidate,episode25,60,routing_persistent_hotspot_cluster1,43,4,0,mdl2,8cb5903aaf52eb69,983b8e271832a63d,-1,0.0,0,-0.23050883412361145,3,-0.0028219851665198803,3,0.04032871127128601
candidate,episode25,60,routing_persistent_hotspot_cluster1,43,4,1,specimen_transfer:+1x0.05,5157e99fbae85454,983b8e271832a63d,-1,-333610.9319534302,0,-0.23007610440254211,3,-0.002356091048568487,3,0.031006677076220512
candidate,episode25,60,routing_persistent_hotspot_cluster1,43,4,2,specimen_transfer:-1x0.05,ad6ed379f1410745,983b8e271832a63d,-1,-982276.4847935736,0,-0.2309723049402237,3,-0.003287879517301917,3,0.07260803878307343
candidate,episode25,60,routing_persistent_hotspot_cluster1,43,4,3,specimen_transfer:+1x0.1,174e127e7bfcf40c,983b8e271832a63d,-1,-96187.28356844187,0,-0.22945097088813782,3,-0.0018901966977864504,3,0.07751946896314621
candidate,episode25,60,routing_persistent_hotspot_cluster1,43,4,4,specimen_transfer:-1x0.1,de94051b6cab385b,983b8e271832a63d,-1,-478250.371794045,0,-0.2315974235534668,3,-0.00375377363525331,3,0.12248053401708603
