phase,state_index,state_id,scenario,generation_seed,epoch,world_seed,candidate,budget_fraction,smoothing,total_cost,patients_lost,completion_service_level,request_total,allocation_signature,shared_budget,local_interior_fraction,shared_budget_interior,rng_sha256
discovery,11,scheduled_rotation_forward__g99300001__t032,scheduled_rotation_forward,99300001,32,99410022,b1.00_a0.50,1.0,0.5,951513777.1127613,752.0,0.49057829759584143,31.499999499320985,"0.071,0.076,0.074,0.074,0.069,0.037,0.016,0.028,0.026,0.026,0.044,0.040,0.044,0.040,0.042,0.037,0.062,0.061,0.069,0.064",31.500000000000007,1.0,True,5f25a4cecfe034f28755cd0a4fb5dac24b9a0874735dbbb02f2a9a91b1155142
discovery,11,scheduled_rotation_forward__g99300001__t032,scheduled_rotation_forward,99300001,32,99410022,b1.00_a0.75,1.0,0.75,951458002.7790108,752.0,0.49057829759584143,31.499999946355825,"0.075,0.075,0.075,0.067,0.063,0.048,0.017,0.030,0.029,0.030,0.045,0.033,0.040,0.040,0.040,0.045,0.057,0.057,0.067,0.067",31.500000000000007,1.0,True,5f25a4cecfe034f28755cd0a4fb5dac24b9a0874735dbbb02f2a9a91b1155142
discovery,11,scheduled_rotation_forward__g99300001__t032,scheduled_rotation_forward,99300001,32,99410022,b1.00_a1.00,1.0,1.0,951229612.0312606,753.0,0.49057829759584143,31.49999969601631,"0.078,0.074,0.076,0.061,0.057,0.059,0.019,0.033,0.031,0.034,0.046,0.026,0.036,0.040,0.038,0.052,0.052,0.052,0.065,0.070",31.500000000000007,1.0,True,5f25a4cecfe034f28755cd0a4fb5dac24b9a0874735dbbb02f2a9a91b1155142
discovery,11,scheduled_rotation_forward__g99300001__t032,scheduled_rotation_forward,99300001,32,99410023,b0.75_a0.00,0.75,0.0,865245251.3618108,706.0,0.5043391188251002,23.625000125169752,"0.048,0.059,0.054,0.065,0.060,0.011,0.010,0.017,0.015,0.013,0.032,0.041,0.040,0.030,0.034,0.017,0.054,0.053,0.054,0.043",31.500000000000007,1.0,True,f1a84df74a764dd97888fd73eecc5fa99d4dcc45d1f15085edb3650ed44922ff
discovery,11,scheduled_rotation_forward__g99300001__t032,scheduled_rotation_forward,99300001,32,99410023,b0.75_a0.25,0.75,0.25,865193705.382833,706.0,0.5043391188251002,23.624999320507047,"0.051,0.058,0.055,0.060,0.056,0.020,0.011,0.019,0.017,0.016,0.032,0.036,0.036,0.030,0.033,0.022,0.050,0.049,0.053,0.045",31.500000000000007,1.0,True,f1a84df74a764dd97888fd73eecc5fa99d4dcc45d1f15085edb3650ed44922ff
discovery,11,scheduled_rotation_forward__g99300001__t032,scheduled_rotation_forward,99300001,32,99410023,b0.75_a0.50,0.75,0.5,865883126.0596462,707.0,0.5040053404539386,23.62500062584877,"0.053,0.057,0.056,0.055,0.051,0.028,0.012,0.021,0.019,0.020,0.033,0.030,0.033,0.030,0.031,0.028,0.046,0.046,0.052,0.048",31.500000000000007,1.0,True,f1a84df74a764dd97888fd73eecc5fa99d4dcc45d1f15085edb3650ed44922ff
discovery,11,scheduled_rotation_forward__g99300001__t032,scheduled_rotation_forward,99300001,32,99410023,b0.75_a0.75,0.75,0.75,865130184.6810732,706.0,0.5043391188251002,23.624999982118606,"0.056,0.056,0.056,0.051,0.047,0.036,0.013,0.023,0.021,0.023,0.034,0.025,0.030,0.030,0.030,0.033,0.043,0.043,0.050,0.050",31.500000000000007,1.0,True,f1a84df74a764dd97888fd73eecc5fa99d4dcc45d1f15085edb3650ed44922ff
discovery,11,scheduled_rotation_forward__g99300001__t032,scheduled_rotation_forward,99300001,32,99410023,b0.75_a1.00,0.75,1.0,865438407.7100457,707.0,0.5043391188251002,23.62499998211861,"0.058,0.055,0.057,0.046,0.043,0.044,0.014,0.025,0.024,0.026,0.035,0.020,0.027,0.030,0.028,0.039,0.039,0.039,0.049,0.053",31.500000000000007,1.0,True,f1a84df74a764dd97888fd73eecc5fa99d4dcc45d1f15085edb3650ed44922ff
discovery,11,scheduled_rotation_forward__g99300001__t032,scheduled_rotation_forward,99300001,32,99410023,b1.00_a0.00,1.0,0.0,864811338.0423803,704.0,0.505173564753004,31.499999999999996,"0.064,0.078,0.073,0.087,0.080,0.015,0.013,0.022,0.020,0.018,0.042,0.055,0.053,0.041,0.046,0.022,0.072,0.070,0.072,0.057",31.500000000000007,1.0,False,f1a84df74a764dd97888fd73eecc5fa99d4dcc45d1f15085edb3650ed44922ff
discovery,11,scheduled_rotation_forward__g99300001__t032,scheduled_rotation_forward,99300001,32,99410023,b1.00_a0.25,1.0,0.25,864715052.7358412,704.0,0.505173564753004,31.500000000000007,"0.068,0.077,0.073,0.080,0.074,0.026,0.014,0.025,0.023,0.022,0.043,0.048,0.049,0.040,0.044,0.030,0.067,0.066,0.070,0.061",31.500000000000007,1.0,False,f1a84df74a764dd97888fd73eecc5fa99d4dcc45d1f15085edb3650ed44922ff
discovery,11,scheduled_rotation_forward__g99300001__t032,scheduled_rotation_forward,99300001,32,99410023,b1.00_a0.50,1.0,0.5,864482333.9069121,704.0,0.505173564753004,31.499999499320985,"0.071,0.076,0.074,0.074,0.069,0.037,0.016,0.028,0.026,0.026,0.044,0.040,0.044,0.040,0.042,0.037,0.062,0.061,0.069,0.064",31.500000000000007,1.0,True,f1a84df74a764dd97888fd73eecc5fa99d4dcc45d1f15085edb3650ed44922ff
discovery,11,scheduled_rotation_forward__g99300001__t032,scheduled_rotation_forward,99300001,32,99410023,b1.00_a0.75,1.0,0.75,864428111.3866504,704.0,0.505173564753004,31.499999946355825,"0.075,0.075,0.075,0.067,0.063,0.048,0.017,0.030,0.029,0.030,0.045,0.033,0.040,0.040,0.040,0.045,0.057,0.057,0.067,0.067",31.500000000000007,1.0,True,f1a84df74a764dd97888fd73eecc5fa99d4dcc45d1f15085edb3650ed44922ff
discovery,11,scheduled_rotation_forward__g99300001__t032,scheduled_rotation_forward,99300001,32,99410023,b1.00_a1.00,1.0,1.0,863957446.9686729,704.0,0.5050066755674232,31.49999969601631,"0.078,0.074,0.076,0.061,0.057,0.059,0.019,0.033,0.031,0.034,0.046,0.026,0.036,0.040,0.038,0.052,0.052,0.052,0.065,0.070",31.500000000000007,1.0,True,f1a84df74a764dd97888fd73eecc5fa99d4dcc45d1f15085edb3650ed44922ff
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410024,b0.75_a0.00,0.75,0.0,772987017.1646775,615.0,0.4290909090909091,23.625000125169755,"0.072,0.070,0.065,0.095,0.095,0.042,0.041,0.014,0.014,0.013,0.030,0.032,0.032,0.029,0.034,0.014,0.015,0.013,0.014,0.015",31.500000000000007,0.9,True,3b0e552e65ed4be6d76c94199617ce12b2fdd58d12f34e5f69894780b30d066c
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410024,b0.75_a0.25,0.75,0.25,776185250.0965565,619.0,0.4268181818181818,23.624999463558193,"0.072,0.071,0.072,0.095,0.095,0.058,0.034,0.015,0.017,0.014,0.025,0.027,0.028,0.027,0.030,0.016,0.014,0.013,0.013,0.014",31.500000000000007,0.9,True,3b0e552e65ed4be6d76c94199617ce12b2fdd58d12f34e5f69894780b30d066c
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410024,b0.75_a0.50,0.75,0.5,776994040.688841,620.0,0.4263636363636364,23.625000393390657,"0.073,0.072,0.079,0.095,0.095,0.071,0.028,0.016,0.019,0.015,0.020,0.022,0.025,0.024,0.026,0.018,0.014,0.013,0.012,0.013",31.500000000000007,0.9,True,3b0e552e65ed4be6d76c94199617ce12b2fdd58d12f34e5f69894780b30d066c
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410024,b0.75_a0.75,0.75,0.75,777263591.1172013,620.0,0.425,23.624999803304668,"0.075,0.075,0.087,0.085,0.091,0.086,0.023,0.017,0.021,0.017,0.017,0.018,0.023,0.023,0.023,0.020,0.014,0.014,0.012,0.012",31.500000000000007,1.0,True,3b0e552e65ed4be6d76c94199617ce12b2fdd58d12f34e5f69894780b30d066c
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410024,b0.75_a1.00,0.75,1.0,776925625.4055126,620.0,0.4259090909090909,23.625000107288358,"0.081,0.081,0.095,0.069,0.073,0.102,0.019,0.018,0.024,0.019,0.014,0.016,0.021,0.022,0.021,0.023,0.014,0.014,0.012,0.011",31.500000000000007,0.95,True,3b0e552e65ed4be6d76c94199617ce12b2fdd58d12f34e5f69894780b30d066c
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410024,b1.00_a0.00,1.0,0.0,773847338.5672747,615.0,0.4290909090909091,31.50000000000001,"0.095,0.095,0.095,0.095,0.095,0.062,0.061,0.021,0.021,0.019,0.044,0.047,0.048,0.044,0.051,0.021,0.022,0.020,0.020,0.023",31.500000000000007,0.75,False,3b0e552e65ed4be6d76c94199617ce12b2fdd58d12f34e5f69894780b30d066c
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410024,b1.00_a0.25,1.0,0.25,773860307.3779153,615.0,0.4290909090909091,31.49999983906746,"0.095,0.095,0.095,0.095,0.095,0.088,0.052,0.023,0.025,0.022,0.038,0.041,0.043,0.041,0.045,0.025,0.021,0.020,0.020,0.021",31.500000000000007,0.75,True,3b0e552e65ed4be6d76c94199617ce12b2fdd58d12f34e5f69894780b30d066c
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410024,b1.00_a0.50,1.0,0.5,773579891.0334458,615.0,0.43,31.499999928474427,"0.095,0.095,0.095,0.095,0.095,0.112,0.043,0.025,0.029,0.024,0.032,0.034,0.039,0.038,0.040,0.028,0.021,0.021,0.019,0.020",31.500000000000007,0.75,True,3b0e552e65ed4be6d76c94199617ce12b2fdd58d12f34e5f69894780b30d066c
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410024,b1.00_a0.75,1.0,0.75,775455134.1016781,617.0,0.42863636363636365,31.499999713897708,"0.095,0.095,0.095,0.095,0.095,0.133,0.036,0.026,0.032,0.026,0.026,0.029,0.035,0.035,0.035,0.031,0.021,0.021,0.018,0.018",31.500000000000007,0.75,True,3b0e552e65ed4be6d76c94199617ce12b2fdd58d12f34e5f69894780b30d066c
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410024,b1.00_a1.00,1.0,1.0,776694158.399565,619.0,0.42727272727272725,31.499999821186062,"0.095,0.095,0.095,0.095,0.095,0.153,0.028,0.028,0.036,0.028,0.021,0.023,0.032,0.033,0.031,0.034,0.021,0.021,0.018,0.017",31.500000000000007,0.75,True,3b0e552e65ed4be6d76c94199617ce12b2fdd58d12f34e5f69894780b30d066c
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410025,b0.75_a0.00,0.75,0.0,827662891.9538968,639.0,0.38994507815800594,23.625000125169755,"0.072,0.070,0.065,0.095,0.095,0.042,0.041,0.014,0.014,0.013,0.030,0.032,0.032,0.029,0.034,0.014,0.015,0.013,0.014,0.015",31.500000000000007,0.9,True,db55c49391fa39e9d2d905e67327690f2b1648409935cf8ad75672c60b4c4a2d
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410025,b0.75_a0.25,0.75,0.25,828329539.2278225,640.0,0.38867765103506546,23.624999463558193,"0.072,0.071,0.072,0.095,0.095,0.058,0.034,0.015,0.017,0.014,0.025,0.027,0.028,0.027,0.030,0.016,0.014,0.013,0.013,0.014",31.500000000000007,0.9,True,db55c49391fa39e9d2d905e67327690f2b1648409935cf8ad75672c60b4c4a2d
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410025,b0.75_a0.50,0.75,0.5,829345920.9653877,641.0,0.38783269961977185,23.625000393390657,"0.073,0.072,0.079,0.095,0.095,0.071,0.028,0.016,0.019,0.015,0.020,0.022,0.025,0.024,0.026,0.018,0.014,0.013,0.012,0.013",31.500000000000007,0.9,True,db55c49391fa39e9d2d905e67327690f2b1648409935cf8ad75672c60b4c4a2d
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410025,b0.75_a0.75,0.75,0.75,829666709.0305599,641.0,0.38698774820447823,23.624999803304668,"0.075,0.075,0.087,0.085,0.091,0.086,0.023,0.017,0.021,0.017,0.017,0.018,0.023,0.023,0.023,0.020,0.014,0.014,0.012,0.012",31.500000000000007,1.0,True,db55c49391fa39e9d2d905e67327690f2b1648409935cf8ad75672c60b4c4a2d
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410025,b0.75_a1.00,0.75,1.0,829641175.7540605,641.0,0.38698774820447823,23.625000107288358,"0.081,0.081,0.095,0.069,0.073,0.102,0.019,0.018,0.024,0.019,0.014,0.016,0.021,0.022,0.021,0.023,0.014,0.014,0.012,0.011",31.500000000000007,0.95,True,db55c49391fa39e9d2d905e67327690f2b1648409935cf8ad75672c60b4c4a2d
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410025,b1.00_a0.00,1.0,0.0,827799218.9883907,638.0,0.39079002957329956,31.50000000000001,"0.095,0.095,0.095,0.095,0.095,0.062,0.061,0.021,0.021,0.019,0.044,0.047,0.048,0.044,0.051,0.021,0.022,0.020,0.020,0.023",31.500000000000007,0.75,False,db55c49391fa39e9d2d905e67327690f2b1648409935cf8ad75672c60b4c4a2d
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410025,b1.00_a0.25,1.0,0.25,827818353.019844,638.0,0.39079002957329956,31.49999983906746,"0.095,0.095,0.095,0.095,0.095,0.088,0.052,0.023,0.025,0.022,0.038,0.041,0.043,0.041,0.045,0.025,0.021,0.020,0.020,0.021",31.500000000000007,0.75,True,db55c49391fa39e9d2d905e67327690f2b1648409935cf8ad75672c60b4c4a2d
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410025,b1.00_a0.50,1.0,0.5,827523737.3923092,638.0,0.39079002957329956,31.499999928474427,"0.095,0.095,0.095,0.095,0.095,0.112,0.043,0.025,0.029,0.024,0.032,0.034,0.039,0.038,0.040,0.028,0.021,0.021,0.019,0.020",31.500000000000007,0.75,True,db55c49391fa39e9d2d905e67327690f2b1648409935cf8ad75672c60b4c4a2d
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410025,b1.00_a0.75,1.0,0.75,828638899.2116202,640.0,0.38994507815800594,31.499999713897708,"0.095,0.095,0.095,0.095,0.095,0.133,0.036,0.026,0.032,0.026,0.026,0.029,0.035,0.035,0.035,0.031,0.021,0.021,0.018,0.018",31.500000000000007,0.75,True,db55c49391fa39e9d2d905e67327690f2b1648409935cf8ad75672c60b4c4a2d
discovery,12,scheduled_rotation_forward__g99300002__t004,scheduled_rotation_forward,99300002,4,99410025,b1.00_a1.00,1.0,1.0,828231900.9514599,639.0,0.3895226024503591,31.499999821186062,"0.095,0.095,0.095,0.095,0.095,0.153,0.028,0.028,0.036,0.028,0.021,0.023,0.032,0.033,0.031,0.034,0.021,0.021,0.018,0.017",31.500000000000007,0.75,True,db55c49391fa39e9d2d905e67327690f2b1648409935cf8ad75672c60b4c4a2d
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410026,b0.75_a0.00,0.75,0.0,862169699.0022445,737.0,0.4223728813559322,23.624999713897704,"0.059,0.052,0.050,0.095,0.095,0.028,0.028,0.018,0.015,0.018,0.063,0.028,0.028,0.028,0.028,0.029,0.031,0.031,0.013,0.010",31.500000000000007,0.9,True,73faa5694e743e2d98c445f05390578ccd62a49589929934425001d818a5d89f
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410026,b0.75_a0.25,0.75,0.25,863721613.9908183,739.0,0.4216949152542373,23.62499989271164,"0.059,0.054,0.055,0.090,0.093,0.040,0.025,0.019,0.019,0.020,0.051,0.028,0.027,0.027,0.027,0.028,0.029,0.029,0.015,0.013",31.500000000000007,1.0,True,73faa5694e743e2d98c445f05390578ccd62a49589929934425001d818a5d89f
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410026,b0.75_a0.50,0.75,0.5,864183168.3739406,739.0,0.4216949152542373,23.624999713897704,"0.061,0.058,0.062,0.078,0.080,0.052,0.023,0.021,0.023,0.023,0.042,0.028,0.027,0.027,0.027,0.028,0.029,0.028,0.018,0.017",31.500000000000007,1.0,True,73faa5694e743e2d98c445f05390578ccd62a49589929934425001d818a5d89f
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410026,b0.75_a0.75,0.75,0.75,864627157.3370202,740.0,0.4210169491525424,23.625000375509266,"0.062,0.062,0.069,0.066,0.068,0.063,0.021,0.022,0.028,0.026,0.032,0.029,0.027,0.027,0.027,0.027,0.028,0.026,0.020,0.020",31.500000000000007,1.0,True,73faa5694e743e2d98c445f05390578ccd62a49589929934425001d818a5d89f
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410026,b0.75_a1.00,0.75,1.0,864576659.7437586,740.0,0.4210169491525424,23.624999874830248,"0.064,0.066,0.075,0.055,0.057,0.075,0.019,0.024,0.032,0.029,0.023,0.030,0.026,0.026,0.026,0.027,0.027,0.025,0.022,0.023",31.500000000000007,1.0,True,73faa5694e743e2d98c445f05390578ccd62a49589929934425001d818a5d89f
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410026,b1.00_a0.00,1.0,0.0,859044352.875278,731.0,0.424406779661017,31.500000000000004,"0.086,0.075,0.072,0.095,0.095,0.041,0.041,0.026,0.021,0.026,0.092,0.041,0.041,0.041,0.040,0.043,0.045,0.045,0.019,0.015",31.500000000000007,0.9,False,73faa5694e743e2d98c445f05390578ccd62a49589929934425001d818a5d89f
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410026,b1.00_a0.25,1.0,0.25,860283274.8864146,733.0,0.424406779661017,31.49999980330467,"0.084,0.078,0.079,0.095,0.095,0.057,0.036,0.027,0.027,0.029,0.073,0.040,0.039,0.039,0.038,0.040,0.042,0.041,0.022,0.019",31.500000000000007,0.9,True,73faa5694e743e2d98c445f05390578ccd62a49589929934425001d818a5d89f
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410026,b1.00_a0.50,1.0,0.5,859541469.5748565,732.0,0.4247457627118644,31.499999910593036,"0.083,0.080,0.085,0.095,0.095,0.071,0.031,0.028,0.032,0.032,0.057,0.039,0.037,0.037,0.037,0.038,0.039,0.038,0.024,0.023",31.500000000000007,0.9,True,73faa5694e743e2d98c445f05390578ccd62a49589929934425001d818a5d89f
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410026,b1.00_a0.75,1.0,0.75,860043175.3630403,733.0,0.424406779661017,31.499999928474427,"0.083,0.083,0.092,0.089,0.091,0.084,0.028,0.030,0.037,0.035,0.043,0.039,0.035,0.035,0.035,0.036,0.037,0.035,0.027,0.027",31.500000000000007,1.0,True,73faa5694e743e2d98c445f05390578ccd62a49589929934425001d818a5d89f
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410026,b1.00_a1.00,1.0,1.0,859986082.8999649,733.0,0.424406779661017,31.500000000000004,"0.086,0.089,0.095,0.074,0.076,0.100,0.025,0.032,0.043,0.038,0.030,0.040,0.035,0.035,0.035,0.036,0.037,0.034,0.030,0.031",31.500000000000007,0.95,False,73faa5694e743e2d98c445f05390578ccd62a49589929934425001d818a5d89f
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410027,b0.75_a0.00,0.75,0.0,829144120.6841474,747.0,0.4541184971098266,23.624999713897704,"0.059,0.052,0.050,0.095,0.095,0.028,0.028,0.018,0.015,0.018,0.063,0.028,0.028,0.028,0.028,0.029,0.031,0.031,0.013,0.010",31.500000000000007,0.9,True,873a661993d1bf7290264efd940d996cafc71031c0a7f68f13083adb07712cc1
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410027,b0.75_a0.25,0.75,0.25,830214941.1609366,748.0,0.4533959537572254,23.62499989271164,"0.059,0.054,0.055,0.090,0.093,0.040,0.025,0.019,0.019,0.020,0.051,0.028,0.027,0.027,0.027,0.028,0.029,0.029,0.015,0.013",31.500000000000007,1.0,True,873a661993d1bf7290264efd940d996cafc71031c0a7f68f13083adb07712cc1
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410027,b0.75_a0.50,0.75,0.5,830079008.8058034,748.0,0.4533959537572254,23.624999713897704,"0.061,0.058,0.062,0.078,0.080,0.052,0.023,0.021,0.023,0.023,0.042,0.028,0.027,0.027,0.027,0.028,0.029,0.028,0.018,0.017",31.500000000000007,1.0,True,873a661993d1bf7290264efd940d996cafc71031c0a7f68f13083adb07712cc1
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410027,b0.75_a0.75,0.75,0.75,831166607.6230042,750.0,0.4526734104046243,23.625000375509266,"0.062,0.062,0.069,0.066,0.068,0.063,0.021,0.022,0.028,0.026,0.032,0.029,0.027,0.027,0.027,0.027,0.028,0.026,0.020,0.020",31.500000000000007,1.0,True,873a661993d1bf7290264efd940d996cafc71031c0a7f68f13083adb07712cc1
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410027,b0.75_a1.00,0.75,1.0,831116431.0429057,750.0,0.4526734104046243,23.624999874830248,"0.064,0.066,0.075,0.055,0.057,0.075,0.019,0.024,0.032,0.029,0.023,0.030,0.026,0.026,0.026,0.027,0.027,0.025,0.022,0.023",31.500000000000007,1.0,True,873a661993d1bf7290264efd940d996cafc71031c0a7f68f13083adb07712cc1
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410027,b1.00_a0.00,1.0,0.0,825788920.0529591,742.0,0.4559248554913295,31.500000000000004,"0.086,0.075,0.072,0.095,0.095,0.041,0.041,0.026,0.021,0.026,0.092,0.041,0.041,0.041,0.040,0.043,0.045,0.045,0.019,0.015",31.500000000000007,0.9,False,873a661993d1bf7290264efd940d996cafc71031c0a7f68f13083adb07712cc1
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410027,b1.00_a0.25,1.0,0.25,825775560.7813267,742.0,0.45628612716763006,31.49999980330467,"0.084,0.078,0.079,0.095,0.095,0.057,0.036,0.027,0.027,0.029,0.073,0.040,0.039,0.039,0.038,0.040,0.042,0.041,0.022,0.019",31.500000000000007,0.9,True,873a661993d1bf7290264efd940d996cafc71031c0a7f68f13083adb07712cc1
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410027,b1.00_a0.50,1.0,0.5,826274498.8546623,743.0,0.45664739884393063,31.499999910593036,"0.083,0.080,0.085,0.095,0.095,0.071,0.031,0.028,0.032,0.032,0.057,0.039,0.037,0.037,0.037,0.038,0.039,0.038,0.024,0.023",31.500000000000007,0.9,True,873a661993d1bf7290264efd940d996cafc71031c0a7f68f13083adb07712cc1
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410027,b1.00_a0.75,1.0,0.75,826762423.5405428,743.0,0.45628612716763006,31.499999928474427,"0.083,0.083,0.092,0.089,0.091,0.084,0.028,0.030,0.037,0.035,0.043,0.039,0.035,0.035,0.035,0.036,0.037,0.035,0.027,0.027",31.500000000000007,1.0,True,873a661993d1bf7290264efd940d996cafc71031c0a7f68f13083adb07712cc1
discovery,13,scheduled_rotation_forward__g99300002__t008,scheduled_rotation_forward,99300002,8,99410027,b1.00_a1.00,1.0,1.0,827300740.6487907,744.0,0.4559248554913295,31.500000000000004,"0.086,0.089,0.095,0.074,0.076,0.100,0.025,0.032,0.043,0.038,0.030,0.040,0.035,0.035,0.035,0.036,0.037,0.034,0.030,0.031",31.500000000000007,0.95,False,873a661993d1bf7290264efd940d996cafc71031c0a7f68f13083adb07712cc1
discovery,14,scheduled_rotation_forward__g99300002__t012,scheduled_rotation_forward,99300002,12,99410028,b0.75_a0.00,0.75,0.0,728920636.1288433,602.0,0.4679313459801265,23.62500005364418,"0.058,0.051,0.047,0.072,0.069,0.034,0.025,0.029,0.020,0.025,0.054,0.044,0.041,0.047,0.040,0.020,0.023,0.026,0.011,0.013",31.500000000000007,1.0,True,e5e040f0444cb494312312f1f0b888d1489df59156bc4dfcc3766356b330b5d8
discovery,14,scheduled_rotation_forward__g99300002__t012,scheduled_rotation_forward,99300002,12,99410028,b0.75_a0.25,0.75,0.25,728867289.3156071,602.0,0.4679313459801265,23.624999195337296,"0.058,0.053,0.050,0.067,0.064,0.039,0.026,0.028,0.024,0.028,0.047,0.041,0.040,0.044,0.039,0.024,0.024,0.026,0.014,0.015",31.500000000000007,1.0,True,e5e040f0444cb494312312f1f0b888d1489df59156bc4dfcc3766356b330b5d8
discovery,14,scheduled_rotation_forward__g99300002__t012,scheduled_rotation_forward,99300002,12,99410028,b0.75_a0.50,0.75,0.5,728113282.4675934,601.0,0.46853357422463116,23.62500019669533,"0.057,0.055,0.054,0.062,0.059,0.044,0.026,0.027,0.028,0.030,0.041,0.038,0.038,0.040,0.038,0.029,0.024,0.026,0.016,0.017",31.500000000000007,1.0,True,e5e040f0444cb494312312f1f0b888d1489df59156bc4dfcc3766356b330b5d8
discovery,14,scheduled_rotation_forward__g99300002__t012,scheduled_rotation_forward,99300002,12,99410028,b0.75_a0.75,0.75,0.75,727221943.938017,600.0,0.46883468834688347,23.625000375509263,"0.057,0.057,0.058,0.056,0.055,0.050,0.027,0.026,0.033,0.033,0.034,0.035,0.037,0.037,0.037,0.033,0.024,0.026,0.018,0.018",31.500000000000007,1.0,True,e5e040f0444cb494312312f1f0b888d1489df59156bc4dfcc3766356b330b5d8
discovery,14,scheduled_rotation_forward__g99300002__t012,scheduled_rotation_forward,99300002,12,99410028,b0.75_a1.00,0.75,1.0,727182012.6372461,600.0,0.46883468834688347,23.625000125169755,"0.056,0.058,0.062,0.051,0.050,0.055,0.027,0.025,0.037,0.036,0.027,0.033,0.035,0.033,0.036,0.038,0.025,0.026,0.020,0.020",31.500000000000007,1.0,True,e5e040f0444cb494312312f1f0b888d1489df59156bc4dfcc3766356b330b5d8
discovery,14,scheduled_rotation_forward__g99300002__t012,scheduled_rotation_forward,99300002,12,99410028,b1.00_a0.00,1.0,0.0,727702052.1519668,598.0,0.46943691659138814,31.500000000000007,"0.078,0.068,0.062,0.095,0.092,0.045,0.034,0.039,0.027,0.033,0.072,0.058,0.055,0.063,0.053,0.026,0.031,0.034,0.015,0.018",31.500000000000007,0.95,False,e5e040f0444cb494312312f1f0b888d1489df59156bc4dfcc3766356b330b5d8
discovery,14,scheduled_rotation_forward__g99300002__t012,scheduled_rotation_forward,99300002,12,99410028,b1.00_a0.25,1.0,0.25,726569167.399302,597.0,0.4700391448358928,31.499999767541883,"0.077,0.071,0.067,0.089,0.085,0.052,0.035,0.037,0.032,0.037,0.063,0.055,0.053,0.059,0.052,0.032,0.032,0.034,0.018,0.020",31.500000000000007,1.0,True,e5e040f0444cb494312312f1f0b888d1489df59156bc4dfcc3766356b330b5d8
