training_seed,scenario,step,configured_horizon,horizon,candidate_index,candidate_label,executed_action_id,discovery_seed_start,discovery_replications,discovery_total_cost,discovery_cost_advantage,validation_seed_start,validation_replications,validation_total_cost,validation_cost_advantage
60,routing_persistent_hotspot_cluster1,28,4,4,1,specimen_transfer:+1x0.05,2357f31f8df2ed69,103002800,3,180835331.1286238,2694356.213791728,107002800,5,180660325.68092483,3137636.721156627
60,routing_persistent_hotspot_cluster1,28,4,4,2,specimen_transfer:-1x0.05,cdbe5a850f2c274d,103002800,3,185133821.9222633,-1604134.579847753,107002800,5,185289343.6735088,-1491381.2714273334
60,routing_persistent_hotspot_cluster1,28,4,4,3,specimen_transfer:+1x0.1,3b56a9b16196022e,103002800,3,181006316.68101966,2523370.6613958776,107002800,5,180797953.5900352,3000008.8120462596
60,routing_persistent_hotspot_cluster1,28,4,4,4,specimen_transfer:-1x0.1,19aa1cad8216f5cb,103002800,3,185475804.83646354,-1946117.4940479994,107002800,5,186485099.32003045,-2687136.917948991
60,routing_persistent_hotspot_cluster1,28,remaining,24,0,mdl2,118c24d6e646c2e1,103002810,3,1382228128.6379302,0.0,107002810,5,1256445261.7561517,0.0
60,routing_persistent_hotspot_cluster1,28,remaining,24,1,specimen_transfer:+1x0.05,2357f31f8df2ed69,103002810,3,1387947711.5222058,-5719582.884275675,107002810,5,1266128786.3978686,-9683524.641716957
60,routing_persistent_hotspot_cluster1,28,remaining,24,2,specimen_transfer:-1x0.05,cdbe5a850f2c274d,103002810,3,1379051800.9637516,3176327.6741786003,107002810,5,1261973646.121185,-5528384.365033388
60,routing_persistent_hotspot_cluster1,28,remaining,24,3,specimen_transfer:+1x0.1,3b56a9b16196022e,103002810,3,1384868912.1365879,-2640783.4986577034,107002810,5,1266659225.7020297,-10213963.945878029
60,routing_persistent_hotspot_cluster1,28,remaining,24,4,specimen_transfer:-1x0.1,19aa1cad8216f5cb,103002810,3,1396442948.9236176,-14214820.285687447,107002810,5,1288414374.3718543,-31969112.61570263
60,routing_persistent_hotspot_cluster1,29,4,4,0,mdl2,752aa1a5681bf551,103002900,3,177825651.4534199,0.0,107002900,5,179522199.97638687,0.0
60,routing_persistent_hotspot_cluster1,29,4,4,1,specimen_transfer:+1x0.05,25429f6b2f19d34d,103002900,3,175118379.64055327,2707271.812866628,107002900,5,177127983.2039861,2394216.7724007666
60,routing_persistent_hotspot_cluster1,29,4,4,2,specimen_transfer:-1x0.05,1f2d102dc5d45acf,103002900,3,177857636.34687755,-31984.89345765114,107002900,5,179625702.14308,-103502.1666931212
60,routing_persistent_hotspot_cluster1,29,4,4,3,specimen_transfer:+1x0.1,6642ad8c89cf8586,103002900,3,173473981.1419616,4351670.31145829,107002900,5,175475568.64253348,4046631.333853394
60,routing_persistent_hotspot_cluster1,29,4,4,4,specimen_transfer:-1x0.1,f8e08068e4c9b792,103002900,3,178878958.76207432,-1053307.3086544275,107002900,5,180471997.77851835,-949797.802131474
60,routing_persistent_hotspot_cluster1,29,remaining,23,0,mdl2,752aa1a5681bf551,103002910,3,1244349249.8490486,0.0,107002910,5,1305268205.0180182,0.0
60,routing_persistent_hotspot_cluster1,29,remaining,23,1,specimen_transfer:+1x0.05,25429f6b2f19d34d,103002910,3,1245935860.781326,-1586610.932277441,107002910,5,1307504958.7625527,-2236753.7445344925
60,routing_persistent_hotspot_cluster1,29,remaining,23,2,specimen_transfer:-1x0.05,1f2d102dc5d45acf,103002910,3,1243236714.0332174,1112535.8158311844,107002910,5,1305275366.982759,-7161.964740753174
60,routing_persistent_hotspot_cluster1,29,remaining,23,3,specimen_transfer:+1x0.1,6642ad8c89cf8586,103002910,3,1246476567.2786055,-2127317.4295568466,107002910,5,1310204539.8750405,-4936334.857022285
60,routing_persistent_hotspot_cluster1,29,remaining,23,4,specimen_transfer:-1x0.1,f8e08068e4c9b792,103002910,3,1244419203.5919588,-69953.74291014671,107002910,5,1303047897.3442605,2220307.6737577915
60,routing_persistent_hotspot_cluster1,30,4,4,0,mdl2,a4922a493c303c75,103003000,3,193894746.89903566,0.0,107003000,5,195166779.7938563,0.0
60,routing_persistent_hotspot_cluster1,30,4,4,1,specimen_transfer:+1x0.05,4b3e08623e5c8694,103003000,3,191715299.94987544,2179446.9491602182,107003000,5,193263789.87462664,1902989.9192296565
60,routing_persistent_hotspot_cluster1,30,4,4,2,specimen_transfer:-1x0.05,860754c2e671f12f,103003000,3,198247442.31392464,-4352695.414888978,107003000,5,199303735.50161618,-4136955.707759887
60,routing_persistent_hotspot_cluster1,30,4,4,3,specimen_transfer:+1x0.1,dbdacdbdcbe6ec4b,103003000,3,192015488.87104276,1879258.0279929042,107003000,5,193512891.27903908,1653888.514817208
60,routing_persistent_hotspot_cluster1,30,4,4,4,specimen_transfer:-1x0.1,6d65ccf040268656,103003000,3,198341503.68726528,-4446756.7882296145,107003000,5,200187871.2051706,-5021091.411314309
60,routing_persistent_hotspot_cluster1,30,remaining,22,0,mdl2,a4922a493c303c75,103003010,3,1208588264.8814132,0.0,107003010,5,1226575986.8985097,0.0
60,routing_persistent_hotspot_cluster1,30,remaining,22,1,specimen_transfer:+1x0.05,4b3e08623e5c8694,103003010,3,1206884779.4434004,1703485.4380128384,107003010,5,1223475330.1907392,3100656.707770586
60,routing_persistent_hotspot_cluster1,30,remaining,22,2,specimen_transfer:-1x0.05,860754c2e671f12f,103003010,3,1204765850.249714,3822414.6316993237,107003010,5,1222127064.400949,4448922.4975607395
60,routing_persistent_hotspot_cluster1,30,remaining,22,3,specimen_transfer:+1x0.1,dbdacdbdcbe6ec4b,103003010,3,1204950909.8500519,3637355.0313613415,107003010,5,1223888305.5525177,2687681.3459920883
60,routing_persistent_hotspot_cluster1,30,remaining,22,4,specimen_transfer:-1x0.1,6d65ccf040268656,103003010,3,1201573495.4393578,7014769.442055464,107003010,5,1218132865.6051915,8443121.293318272
60,routing_persistent_hotspot_cluster1,31,4,4,0,mdl2,7cc3f714a4a5c021,103003100,3,196752615.344015,0.0,107003100,5,194471938.22751218,0.0
60,routing_persistent_hotspot_cluster1,31,4,4,1,specimen_transfer:+1x0.05,8e3e3375666976ee,103003100,3,195083066.91986838,1669548.4241466224,107003100,5,192767502.9418726,1704435.285639584
60,routing_persistent_hotspot_cluster1,31,4,4,2,specimen_transfer:-1x0.05,dbbec3239a9e4af8,103003100,3,196502353.99601436,250261.34800064564,107003100,5,194959311.5189898,-487373.2914776206
60,routing_persistent_hotspot_cluster1,31,4,4,3,specimen_transfer:+1x0.1,054331b83a2a1fb2,103003100,3,194832352.51395527,1920262.830059737,107003100,5,192543113.5352165,1928824.6922956705
60,routing_persistent_hotspot_cluster1,31,4,4,4,specimen_transfer:-1x0.1,3cd668827ab391e5,103003100,3,196889716.65708634,-137101.31307134032,107003100,5,195239443.1935398,-767504.9660276175
60,routing_persistent_hotspot_cluster1,31,remaining,21,0,mdl2,7cc3f714a4a5c021,103003110,3,1174159972.5375013,0.0,107003110,5,1159712946.5220923,0.0
60,routing_persistent_hotspot_cluster1,31,remaining,21,1,specimen_transfer:+1x0.05,8e3e3375666976ee,103003110,3,1172229119.304322,1930853.2331793308,107003110,5,1158881333.0802958,831613.4417965412
60,routing_persistent_hotspot_cluster1,31,remaining,21,2,specimen_transfer:-1x0.05,dbbec3239a9e4af8,103003110,3,1172557646.4664981,1602326.0710031986,107003110,5,1158846244.8420691,866701.6800231934
60,routing_persistent_hotspot_cluster1,31,remaining,21,3,specimen_transfer:+1x0.1,054331b83a2a1fb2,103003110,3,1170375023.6294105,3784948.90809083,107003110,5,1157578610.7728734,2134335.7492189407
60,routing_persistent_hotspot_cluster1,31,remaining,21,4,specimen_transfer:-1x0.1,3cd668827ab391e5,103003110,3,1171301482.3592913,2858490.17821002,107003110,5,1157878169.5842204,1834776.937871933
60,routing_persistent_hotspot_cluster1,32,4,4,0,mdl2,0ca57fe5fcee20ec,103003200,3,191860912.07697138,0.0,107003200,5,191315225.04111043,0.0
60,routing_persistent_hotspot_cluster1,32,4,4,1,specimen_transfer:+1x0.05,70bee7b1a2acbaa7,103003200,3,190799015.3962113,1061896.6807600856,107003200,5,190067112.56885406,1248112.4722563624
60,routing_persistent_hotspot_cluster1,32,4,4,2,specimen_transfer:-1x0.05,3e1521835f00462b,103003200,3,194339084.77921322,-2478172.702241838,107003200,5,193755817.45581418,-2440592.4147037566
60,routing_persistent_hotspot_cluster1,32,4,4,3,specimen_transfer:+1x0.1,ae4abe2cd4fbe499,103003200,3,189236778.3351562,2624133.7418151796,107003200,5,188555984.26572675,2759240.775383681
60,routing_persistent_hotspot_cluster1,32,4,4,4,specimen_transfer:-1x0.1,9bb81d53cdb6c5d1,103003200,3,197490205.81378868,-5629293.7368173,107003200,5,196147666.50719434,-4832441.466083914
60,routing_persistent_hotspot_cluster1,32,remaining,20,0,mdl2,0ca57fe5fcee20ec,103003210,3,1186509151.6909823,0.0,107003210,5,1124041222.280332,0.0
60,routing_persistent_hotspot_cluster1,32,remaining,20,1,specimen_transfer:+1x0.05,70bee7b1a2acbaa7,103003210,3,1185662840.0849023,846311.6060800552,107003210,5,1123206002.0392525,835220.2410795689
60,routing_persistent_hotspot_cluster1,32,remaining,20,2,specimen_transfer:-1x0.05,3e1521835f00462b,103003210,3,1183871639.1669672,2637512.524015188,107003210,5,1121206148.3433359,2835073.9369962215
60,routing_persistent_hotspot_cluster1,32,remaining,20,3,specimen_transfer:+1x0.1,ae4abe2cd4fbe499,103003210,3,1186799700.1595335,-290548.4685511589,107003210,5,1123566403.9797277,474818.3006043434
60,routing_persistent_hotspot_cluster1,32,remaining,20,4,specimen_transfer:-1x0.1,9bb81d53cdb6c5d1,103003210,3,1182908292.9956505,3600858.695331812,107003210,5,1121207428.885407,2833793.3949251175
60,routing_persistent_hotspot_cluster1,33,4,4,0,mdl2,8669ce66a9ff22cb,103003300,3,231842083.73925865,0.0,107003300,5,228250543.70201796,0.0
60,routing_persistent_hotspot_cluster1,33,4,4,1,specimen_transfer:+1x0.05,b2102900ec7e1af7,103003300,3,230454434.25044122,1387649.4888174236,107003300,5,226383590.22710043,1866953.474917531
60,routing_persistent_hotspot_cluster1,33,4,4,2,specimen_transfer:-1x0.05,ff636bf6a9b51a53,103003300,3,235795516.9279444,-3953433.188685745,107003300,5,231918449.92401165,-3667906.221993685
60,routing_persistent_hotspot_cluster1,33,4,4,3,specimen_transfer:+1x0.1,a39ef7adac7ba284,103003300,3,228173742.89723608,3668340.842022568,107003300,5,224117383.97791404,4133159.7241039276
60,routing_persistent_hotspot_cluster1,33,4,4,4,specimen_transfer:-1x0.1,7ae9472cedcbcdf4,103003300,3,236073948.28071606,-4231864.541457415,107003300,5,232257537.7666281,-4006994.0646101236
60,routing_persistent_hotspot_cluster1,33,remaining,19,0,mdl2,8669ce66a9ff22cb,103003310,3,1144900727.6250548,0.0,107003310,5,1275730145.0587068,0.0
60,routing_persistent_hotspot_cluster1,33,remaining,19,1,specimen_transfer:+1x0.05,b2102900ec7e1af7,103003310,3,1141958983.1074681,2941744.517586708,107003310,5,1273742232.873221,1987912.1854858398
60,routing_persistent_hotspot_cluster1,33,remaining,19,2,specimen_transfer:-1x0.05,ff636bf6a9b51a53,103003310,3,1139586706.3980494,5314021.227005482,107003310,5,1271499677.022464,4230468.036242723
60,routing_persistent_hotspot_cluster1,33,remaining,19,3,specimen_transfer:+1x0.1,a39ef7adac7ba284,103003310,3,1143861882.9393032,1038844.6857516766,107003310,5,1275709099.217376,21045.841330766678
60,routing_persistent_hotspot_cluster1,33,remaining,19,4,specimen_transfer:-1x0.1,7ae9472cedcbcdf4,103003310,3,1139380126.268582,5520601.356472731,107003310,5,1271028607.4502296,4701537.608477116
60,routing_persistent_hotspot_cluster1,34,4,4,0,mdl2,d390a46c7edd6ef2,103003400,3,250668833.7092837,0.0,107003400,5,245884238.10157138,0.0
60,routing_persistent_hotspot_cluster1,34,4,4,1,specimen_transfer:+1x0.05,47bf2b8e577455f3,103003400,3,248635499.90914047,2033333.8001432419,107003400,5,243526789.1399508,2357448.961620569
60,routing_persistent_hotspot_cluster1,34,4,4,2,specimen_transfer:-1x0.05,6bed73b2f4e35bd1,103003400,3,253331807.8325528,-2662974.123269081,107003400,5,248880682.6946927,-2996444.59312132
60,routing_persistent_hotspot_cluster1,34,4,4,3,specimen_transfer:+1x0.1,b81d111fece03c03,103003400,3,248248793.19396818,2420040.5153155327,107003400,5,243343540.45957008,2540697.642001301
60,routing_persistent_hotspot_cluster1,34,4,4,4,specimen_transfer:-1x0.1,63a49de68b4b1373,103003400,3,254832566.5068747,-4163732.797591001,107003400,5,249691918.05924916,-3807679.9576777816
60,routing_persistent_hotspot_cluster1,34,remaining,18,0,mdl2,d390a46c7edd6ef2,103003410,3,1192876979.581126,0.0,107003410,5,1204417205.8450112,0.0
60,routing_persistent_hotspot_cluster1,34,remaining,18,1,specimen_transfer:+1x0.05,47bf2b8e577455f3,103003410,3,1191162056.1480763,1714923.4330496788,107003410,5,1203106681.558866,1310524.2861452103
60,routing_persistent_hotspot_cluster1,34,remaining,18,2,specimen_transfer:-1x0.05,6bed73b2f4e35bd1,103003410,3,1193084147.0552907,-207167.47416472435,107003410,5,1205833816.533343,-1416610.6883318424
60,routing_persistent_hotspot_cluster1,34,remaining,18,3,specimen_transfer:+1x0.1,b81d111fece03c03,103003410,3,1187439629.467347,5437350.113779068,107003410,5,1199815802.083253,4601403.7617583275
60,routing_persistent_hotspot_cluster1,34,remaining,18,4,specimen_transfer:-1x0.1,63a49de68b4b1373,103003410,3,1193104122.7455885,-227143.16446256638,107003410,5,1204985236.1180332,-568030.2730219364
60,routing_persistent_hotspot_cluster1,35,4,4,0,mdl2,471d18cd3788cfb3,103003500,3,249210823.00910082,0.0,107003500,5,250069697.49365312,0.0
60,routing_persistent_hotspot_cluster1,35,4,4,1,specimen_transfer:+1x0.05,c4ceb64434fbf255,103003500,3,247452785.96222296,1758037.046877861,107003500,5,248497666.11295375,1572031.3806993663
60,routing_persistent_hotspot_cluster1,35,4,4,2,specimen_transfer:-1x0.05,7a3e6545ddc258eb,103003500,3,249777976.95799625,-567153.9488954246,107003500,5,250987960.87254676,-918263.3788936436
60,routing_persistent_hotspot_cluster1,35,4,4,3,specimen_transfer:+1x0.1,78466354a5b2216a,103003500,3,246977168.23339304,2233654.7757077813,107003500,5,247993466.52030817,2076230.9733449519
60,routing_persistent_hotspot_cluster1,35,4,4,4,specimen_transfer:-1x0.1,40a4389ec50d5bf1,103003500,3,250646531.18907794,-1435708.179977119,107003500,5,251749842.7680933,-1680145.2744401693
60,routing_persistent_hotspot_cluster1,35,remaining,17,0,mdl2,471d18cd3788cfb3,103003510,3,1104488701.7969532,0.0,107003510,5,1100710336.4572868,0.0
60,routing_persistent_hotspot_cluster1,35,remaining,17,1,specimen_transfer:+1x0.05,c4ceb64434fbf255,103003510,3,1102974252.1454113,1514449.6515419483,107003510,5,1098981204.6918676,1729131.7654192448
60,routing_persistent_hotspot_cluster1,35,remaining,17,2,specimen_transfer:-1x0.05,7a3e6545ddc258eb,103003510,3,1102416154.3458073,2072547.4511458874,107003510,5,1098772869.6557121,1937466.801574707
60,routing_persistent_hotspot_cluster1,35,remaining,17,3,specimen_transfer:+1x0.1,78466354a5b2216a,103003510,3,1103200087.8317308,1288613.9652223587,107003510,5,1100165278.2772524,545058.180034399
60,routing_persistent_hotspot_cluster1,35,remaining,17,4,specimen_transfer:-1x0.1,40a4389ec50d5bf1,103003510,3,1103092097.932825,1396603.8641281128,107003510,5,1100786215.1598897,-75878.70260286331
60,routing_persistent_hotspot_cluster1,36,4,4,0,mdl2,e23a628d8b16c5c8,103003600,3,254765291.9856883,0.0,107003600,5,262931276.96363157,0.0
60,routing_persistent_hotspot_cluster1,36,4,4,1,specimen_transfer:+1x0.05,d4bc6810aa849a3b,103003600,3,253239798.7311827,1525493.2545056045,107003600,5,261182068.39845142,1749208.5651801527
60,routing_persistent_hotspot_cluster1,36,4,4,2,specimen_transfer:-1x0.05,77dd557efe2fec8b,103003600,3,255071191.97771776,-305899.9920294583,107003600,5,263843605.31779638,-912328.354164809
60,routing_persistent_hotspot_cluster1,36,4,4,3,specimen_transfer:+1x0.1,d3960cf1806ab0e6,103003600,3,251572699.43659416,3192592.5490941405,107003600,5,259437765.59391373,3493511.3697178364
60,routing_persistent_hotspot_cluster1,36,4,4,4,specimen_transfer:-1x0.1,ef84f29c4fd2ef6e,103003600,3,254995470.71969208,-230178.73400378227,107003600,5,263780604.69413203,-849327.7305004597
60,routing_persistent_hotspot_cluster1,36,remaining,16,0,mdl2,e23a628d8b16c5c8,103003610,3,1025739965.8762792,0.0,107003610,5,985054932.4594402,0.0
60,routing_persistent_hotspot_cluster1,36,remaining,16,1,specimen_transfer:+1x0.05,d4bc6810aa849a3b,103003610,3,1026180923.0034109,-440957.1271317005,107003610,5,987297929.5141815,-2242997.0547412634
60,routing_persistent_hotspot_cluster1,36,remaining,16,2,specimen_transfer:-1x0.05,77dd557efe2fec8b,103003610,3,1023853009.4772888,1886956.3989903927,107003610,5,983781816.4543707,1273116.0050694942
60,routing_persistent_hotspot_cluster1,36,remaining,16,3,specimen_transfer:+1x0.1,d3960cf1806ab0e6,103003610,3,1026896712.4441671,-1156746.5678879023,107003610,5,987807729.6169945,-2752797.157554269
60,routing_persistent_hotspot_cluster1,36,remaining,16,4,specimen_transfer:-1x0.1,ef84f29c4fd2ef6e,103003610,3,1024403357.633048,1336608.2432311773,107003610,5,983965060.0944504,1089872.3649898767
60,routing_persistent_hotspot_cluster1,37,4,4,0,mdl2,d196a1952f2e57b3,103003700,3,256461129.62592673,0.0,107003700,5,256635888.0442803,0.0
60,routing_persistent_hotspot_cluster1,37,4,4,1,specimen_transfer:+1x0.05,2c5abedd7e00ce6e,103003700,3,255605421.9357923,855707.6901344359,107003700,5,255669723.72288465,966164.3213956356
60,routing_persistent_hotspot_cluster1,37,4,4,2,specimen_transfer:-1x0.05,87be7eab3d91bd8b,103003700,3,258636673.91203013,-2175544.2861033976,107003700,5,258484328.13396034,-1848440.0896800458
60,routing_persistent_hotspot_cluster1,37,4,4,3,specimen_transfer:+1x0.1,6d6b1d796726f75d,103003700,3,255461343.74869406,999785.8772326708,107003700,5,255627580.01955786,1008308.0247224271
60,routing_persistent_hotspot_cluster1,37,4,4,4,specimen_transfer:-1x0.1,c8b4e075754e709b,103003700,3,258761917.89277586,-2300788.2668491304,107003700,5,258720006.9588152,-2084118.9145348966
60,routing_persistent_hotspot_cluster1,37,remaining,15,0,mdl2,d196a1952f2e57b3,103003710,3,911336952.818944,0.0,107003710,5,833136866.8260972,0.0
60,routing_persistent_hotspot_cluster1,37,remaining,15,1,specimen_transfer:+1x0.05,2c5abedd7e00ce6e,103003710,3,910747457.8946114,589494.9243326187,107003710,5,832219629.7801201,917237.0459771156
60,routing_persistent_hotspot_cluster1,37,remaining,15,2,specimen_transfer:-1x0.05,87be7eab3d91bd8b,103003710,3,911135497.3118516,201455.50709235668,107003710,5,832907609.117882,229257.70821523666
60,routing_persistent_hotspot_cluster1,37,remaining,15,3,specimen_transfer:+1x0.1,6d6b1d796726f75d,103003710,3,910919303.3295021,417649.48944187164,107003710,5,832582554.8458107,554311.9802865982
60,routing_persistent_hotspot_cluster1,37,remaining,15,4,specimen_transfer:-1x0.1,c8b4e075754e709b,103003710,3,910287598.6992335,1049354.1197104454,107003710,5,831645633.1293739,1491233.696723342
60,routing_persistent_hotspot_cluster1,38,4,4,0,mdl2,171dbd9a91c9fc2a,103003800,3,259295037.0856216,0.0,107003800,5,262140431.2132632,0.0
60,routing_persistent_hotspot_cluster1,38,4,4,1,specimen_transfer:+1x0.05,ea21c24e5bf335ce,103003800,3,258050898.12068686,1244138.9649347365,107003800,5,260992287.51015958,1148143.7031036317
60,routing_persistent_hotspot_cluster1,38,4,4,2,specimen_transfer:-1x0.05,6422780e44c19d96,103003800,3,259297089.47676894,-2052.3911473453045,107003800,5,262090421.5287583,50009.684504926205
60,routing_persistent_hotspot_cluster1,38,4,4,3,specimen_transfer:+1x0.1,8f591a76cbb37e77,103003800,3,256691781.15517345,2603255.9304481447,107003800,5,259517665.74339467,2622765.4698685408
60,routing_persistent_hotspot_cluster1,38,4,4,4,specimen_transfer:-1x0.1,38c36f0393c3ee90,103003800,3,260398723.09363618,-1103686.0080145895,107003800,5,263038624.50766307,-898193.2943998575
60,routing_persistent_hotspot_cluster1,38,remaining,14,0,mdl2,171dbd9a91c9fc2a,103003810,3,894175786.1648399,0.0,107003810,5,905904355.9536663,0.0
60,routing_persistent_hotspot_cluster1,38,remaining,14,1,specimen_transfer:+1x0.05,ea21c24e5bf335ce,103003810,3,891021732.4389762,3154053.725863695,107003810,5,904413974.9296039,1490381.024062395
60,routing_persistent_hotspot_cluster1,38,remaining,14,2,specimen_transfer:-1x0.05,6422780e44c19d96,103003810,3,894296595.8065748,-120809.6417349577,107003810,5,906207218.205176,-302862.25150966644
60,routing_persistent_hotspot_cluster1,38,remaining,14,3,specimen_transfer:+1x0.1,8f591a76cbb37e77,103003810,3,889648130.8120793,4527655.352760553,107003810,5,903040397.6864731,2863958.267193198
60,routing_persistent_hotspot_cluster1,38,remaining,14,4,specimen_transfer:-1x0.1,38c36f0393c3ee90,103003810,3,893882710.5452954,293075.6195445061,107003810,5,906297747.4246222,-393391.4709558487
60,routing_persistent_hotspot_cluster1,39,4,4,0,mdl2,03c1367026239c0f,103003900,3,269031270.0290573,0.0,107003900,5,270159770.1145669,0.0
60,routing_persistent_hotspot_cluster1,39,4,4,1,specimen_transfer:+1x0.05,557add58f82a9ccf,103003900,3,267524576.7178115,1506693.3112458289,107003900,5,268586536.19933033,1573233.9152365923
60,routing_persistent_hotspot_cluster1,39,4,4,2,specimen_transfer:-1x0.05,531c34dc104744d2,103003900,3,268890279.93472344,140990.0943338871,107003900,5,270122300.31093836,37469.80362856388
60,routing_persistent_hotspot_cluster1,39,4,4,3,specimen_transfer:+1x0.1,f3cf0fd76967d7e5,103003900,3,266537902.25441018,2493367.7746471465,107003900,5,267469839.73934117,2689930.3752257526
60,routing_persistent_hotspot_cluster1,39,4,4,4,specimen_transfer:-1x0.1,dcd528299dad3345,103003900,3,269909599.3009579,-878329.2719005942,107003900,5,270854908.1343422,-695138.0197752714
60,routing_persistent_hotspot_cluster1,39,remaining,13,0,mdl2,03c1367026239c0f,103003910,3,755303215.242953,0.0,107003910,5,789640296.3642834,0.0
60,routing_persistent_hotspot_cluster1,39,remaining,13,1,specimen_transfer:+1x0.05,557add58f82a9ccf,103003910,3,754776709.5221195,526505.7208334208,107003910,5,788771886.2944785,868410.0698049068
60,routing_persistent_hotspot_cluster1,39,remaining,13,2,specimen_transfer:-1x0.05,531c34dc104744d2,103003910,3,754993988.2461023,309226.9968506098,107003910,5,790110552.9105167,-470256.5462332964
60,routing_persistent_hotspot_cluster1,39,remaining,13,3,specimen_transfer:+1x0.1,f3cf0fd76967d7e5,103003910,3,752651201.9395924,2652013.3033605814,107003910,5,787411822.5211958,2228473.843087673
60,routing_persistent_hotspot_cluster1,39,remaining,13,4,specimen_transfer:-1x0.1,dcd528299dad3345,103003910,3,754071895.0383129,1231320.2046400309,107003910,5,789170310.8284075,469985.5358759165
60,routing_persistent_hotspot_cluster1,40,4,4,0,mdl2,319fdc9939dde3c7,103004000,3,272282982.28785795,0.0,107004000,5,267567146.60726315,0.0
60,routing_persistent_hotspot_cluster1,40,4,4,1,specimen_transfer:+1x0.05,02baf309e1056d7c,103004000,3,270702148.2033731,1580834.0844848752,107004000,5,265840806.27329558,1726340.3339675665
60,routing_persistent_hotspot_cluster1,40,4,4,2,specimen_transfer:-1x0.05,0089db15dd3b150a,103004000,3,273338882.62535864,-1055900.3375006914,107004000,5,268294223.11195803,-727076.504694879
60,routing_persistent_hotspot_cluster1,40,4,4,3,specimen_transfer:+1x0.1,693cb67a520a6211,103004000,3,270044166.30206513,2238815.9857928157,107004000,5,265185505.24988252,2381641.3573806286
60,routing_persistent_hotspot_cluster1,40,4,4,4,specimen_transfer:-1x0.1,612853f2bb8f12cb,103004000,3,273130654.3528657,-847672.0650077462,107004000,5,268815452.6970569,-1248306.0897937417
60,routing_persistent_hotspot_cluster1,40,remaining,12,0,mdl2,319fdc9939dde3c7,103004010,3,674149815.4457439,0.0,107004010,5,752781230.697005,0.0
60,routing_persistent_hotspot_cluster1,40,remaining,12,1,specimen_transfer:+1x0.05,02baf309e1056d7c,103004010,3,671897414.7055608,2252400.740183115,107004010,5,750327843.8903881,2453386.8066169024
60,routing_persistent_hotspot_cluster1,40,remaining,12,2,specimen_transfer:-1x0.05,0089db15dd3b150a,103004010,3,674700718.5098953,-550903.0641514063,107004010,5,753425935.8010974,-644705.1040923595
60,routing_persistent_hotspot_cluster1,40,remaining,12,3,specimen_transfer:+1x0.1,693cb67a520a6211,103004010,3,671225157.8521751,2924657.593568802,107004010,5,749672726.7816132,3108503.915391803
60,routing_persistent_hotspot_cluster1,40,remaining,12,4,specimen_transfer:-1x0.1,612853f2bb8f12cb,103004010,3,674535312.4367372,-385496.99099326134,107004010,5,753251324.5087029,-470093.8116978407
60,routing_persistent_hotspot_cluster1,41,4,4,0,mdl2,cad6a142555c9d91,103004100,3,245873160.99249747,0.0,107004100,5,243476843.0820182,0.0
60,routing_persistent_hotspot_cluster1,41,4,4,1,specimen_transfer:+1x0.05,509bf9c9f1feb5d0,103004100,3,244496000.71982256,1377160.2726749182,107004100,5,242175596.01629478,1301247.0657234192
60,routing_persistent_hotspot_cluster1,41,4,4,2,specimen_transfer:-1x0.05,283a19c7de870ee3,103004100,3,246956415.65774417,-1083254.6652466953,107004100,5,244668486.54039297,-1191643.4583747685
60,routing_persistent_hotspot_cluster1,41,4,4,3,specimen_transfer:+1x0.1,f7b5d1d2616ca8f7,103004100,3,244292516.41782585,1580644.574671626,107004100,5,241967243.3911735,1509599.6908446848
60,routing_persistent_hotspot_cluster1,41,4,4,4,specimen_transfer:-1x0.1,fe40b29d01499036,103004100,3,248683200.76658317,-2810039.7740857005,107004100,5,246500595.03397933,-3023751.95196113
60,routing_persistent_hotspot_cluster1,41,remaining,11,0,mdl2,cad6a142555c9d91,103004110,3,624752778.0833608,0.0,107004110,5,613260336.4677773,0.0
60,routing_persistent_hotspot_cluster1,41,remaining,11,1,specimen_transfer:+1x0.05,509bf9c9f1feb5d0,103004110,3,623880978.5191096,871799.5642511845,107004110,5,612331641.4026017,928695.0651755333
60,routing_persistent_hotspot_cluster1,41,remaining,11,2,specimen_transfer:-1x0.05,283a19c7de870ee3,103004110,3,625465669.102877,-712891.0195162296,107004110,5,613631025.013046,-370688.54526877403
60,routing_persistent_hotspot_cluster1,41,remaining,11,3,specimen_transfer:+1x0.1,f7b5d1d2616ca8f7,103004110,3,623049978.5350955,1702799.548265338,107004110,5,611631195.7354615,1629140.7323157787
60,routing_persistent_hotspot_cluster1,41,remaining,11,4,specimen_transfer:-1x0.1,fe40b29d01499036,103004110,3,625134482.8104472,-381704.7270864248,107004110,5,613799144.8396982,-538808.3719209433
60,routing_persistent_hotspot_cluster1,42,4,4,0,mdl2,70aacf0f321e0211,103004200,3,224876359.00944448,0.0,107004200,5,222815485.84850973,0.0
60,routing_persistent_hotspot_cluster1,42,4,4,1,specimen_transfer:+1x0.05,f5ed7572f18fcb11,103004200,3,223718222.55668163,1158136.4527628422,107004200,5,221392791.46897188,1422694.3795378506
60,routing_persistent_hotspot_cluster1,42,4,4,2,specimen_transfer:-1x0.05,36ac0e464081b9b6,103004200,3,225557221.2355672,-680862.2261227369,107004200,5,223336933.95914227,-521448.1106325388
